,label,bbox-0,bbox-1,bbox-2,bbox-3,area,area_bbox,axis_major_length,axis_minor_length,centroid-0,centroid-1,eccentricity,area_convex,perimeter,equivalent_diameter_area,extent,orientation
0,1,994,1186,1031,1225,1014.0,1443.0,41.212882265416845,31.948136724421968,1012.8737672583826,1203.8155818540433,0.6317185536105401,1105.0,134.39696961967,35.93139154501889,0.7027027027027027,0.9203832034260849
1,2,1029,1248,1060,1295,1142.0,1457.0,48.705917400603326,30.556446030048605,1044.1295971978984,1271.2022767075307,0.7787243790284128,1250.0,151.53910524340094,38.13187066074199,0.7838023335621139,-1.5208198915941935
2,3,1038,1599,1079,1642,1358.0,1763.0,43.39566518126453,40.09826171071685,1058.3541973490428,1619.7908689248895,0.38235532177815934,1424.0,144.71067811865476,41.581958849365805,0.7702779353374929,1.316339313329977
3,4,1038,1749,1050,1766,156.0,204.0,17.75693952107269,11.819126715081898,1042.7179487179487,1756.6666666666667,0.7463032632155738,176.0,52.62741699796952,14.093451279891855,0.7647058823529411,-1.406880853694965
4,5,1043,1878,1074,1918,863.0,1240.0,38.53119217597896,29.34697305134583,1057.0463499420625,1898.8157589803013,0.6479980802944474,956.0,127.18986283848345,33.14823867276277,0.6959677419354838,1.4036449718756971
5,6,1044,864,1060,880,145.0,256.0,17.122404595712286,12.482733967582561,1051.6137931034482,872.303448275862,0.6844825320800197,186.0,54.2842712474619,13.58748446131949,0.56640625,-0.5004048405370591
6,7,1056,1460,1092,1502,1128.0,1512.0,40.71224907264415,35.489025791011315,1073.6374113475176,1480.0948581560283,0.4900329910128939,1200.0,135.63961030678928,37.89741688375691,0.746031746031746,1.466521727938941
7,8,1068,869,1105,911,1199.0,1554.0,41.54727731548171,36.93770878370138,1085.2018348623853,890.045871559633,0.4578053484397404,1254.0,133.1543289325507,39.07191080734931,0.7715572715572716,-1.3618179906376624
8,9,1073,1407,1113,1451,1332.0,1760.0,45.01760500727504,38.165665089328876,1091.8881381381382,1427.3385885885887,0.5303253429276129,1440.0,152.60407640085654,41.18197510546619,0.7568181818181818,-1.1571300977853856
9,10,1084,1226,1123,1265,1175.0,1521.0,39.33356486760262,38.23185200657594,1104.0017021276597,1245.2314893617022,0.23502007800032795,1228.0,133.63961030678925,38.678889139475245,0.7725180802103879,-0.5839152265163027
10,11,1093,1066,1133,1112,1486.0,1840.0,48.16537843563005,39.71290682963727,1112.9138627187078,1089.351278600269,0.5658452446437685,1575.0,163.53910524340097,43.49751675068879,0.8076086956521739,1.328281222637005
11,12,1099,2006,1118,2021,180.0,285.0,18.40605823470495,13.06705339616323,1107.8555555555556,2013.9888888888888,0.7042700284160014,203.0,52.8700576850888,15.138795132120961,0.631578947368421,0.051780711022019775
12,13,1104,523,1135,563,826.0,1240.0,39.34177834992738,27.373128914183646,1118.6464891041162,542.2990314769976,0.7182572681489543,919.0,125.74011537017762,32.429860683500394,0.6661290322580645,-1.336768192553912
13,14,1108,940,1140,983,1030.0,1376.0,42.084795773354244,32.21073299644052,1122.8902912621359,962.2203883495146,0.643582248896011,1106.0,128.5685424949238,36.21376438700094,0.748546511627907,-1.4737335101176017
14,15,1116,658,1153,696,975.0,1406.0,36.45384392042965,34.53983487332416,1135.6164102564103,676.3158974358975,0.31977057951406435,1053.0,131.1543289325507,35.233628199729644,0.6934566145092461,1.5325788632821273
15,16,1120,1634,1155,1675,1078.0,1435.0,40.28634556621032,34.348326032426684,1137.152133580705,1653.6725417439702,0.5225564953716539,1135.0,129.05382386916236,37.04797199880859,0.751219512195122,-1.2702135965864418
16,17,1148,776,1167,799,339.0,437.0,24.348975277306728,17.86001794460661,1157.646017699115,787.4660766961651,0.6796874753715915,355.0,68.2842712474619,20.775663783985824,0.7757437070938215,-1.2731447828290188
17,18,1159,1785,1185,1816,596.0,806.0,32.18971374748211,23.701230414890727,1171.1275167785234,1800.2969798657718,0.6766571240328862,626.0,93.01219330881975,27.547246117573295,0.739454094292804,1.2048231272891803
18,19,1180,2142,1213,2180,918.0,1254.0,36.15416065667523,32.66641886324683,1196.1884531590415,2159.8976034858388,0.42852191978913,961.0,118.9827560572969,34.18821291127805,0.7320574162679426,1.1509877782914864
19,20,1191,1298,1225,1341,1050.0,1462.0,42.2203048388078,31.94325666187178,1206.7733333333333,1317.7628571428572,0.6538951561477895,1137.0,134.0538238691624,36.56366395715726,0.7181942544459644,-1.3630337494404294
20,21,1202,946,1239,986,1152.0,1480.0,40.095077061784984,36.7739689327824,1219.6770833333333,965.5130208333334,0.39849805028652224,1210.0,132.5685424949238,38.298458918537534,0.7783783783783784,-1.1268741923218544
21,22,1207,2217,1248,2260,1272.0,1763.0,43.66975278481104,37.39735817685516,1227.004716981132,2239.0,0.5163667877499138,1358.0,144.0893577750951,40.2437659880773,0.7214974475326149,1.1511642611564386
22,23,1211,1878,1243,1916,916.0,1216.0,37.694466548048084,31.41535554379623,1226.7434497816594,1896.1451965065503,0.5526387916441738,985.0,126.98275605729688,34.15095054280933,0.7532894736842105,-1.3936743993375118
23,24,1227,2283,1276,2326,1513.0,2107.0,47.399964567565604,41.35556068775139,1252.5717118307998,2304.231328486451,0.48864833133422975,1640.0,167.88834764831844,43.89090374080148,0.7180825818699573,0.1482260595201711
24,25,1232,1455,1264,1486,754.0,992.0,31.167535439572106,30.976369874896033,1246.949602122016,1470.3196286472148,0.11058637981540867,797.0,106.2193000900063,30.984231743425763,0.7600806451612904,-0.7960133636596592
25,26,1239,1233,1263,1260,498.0,648.0,27.140398503741537,23.64546467199126,1250.5481927710844,1246.0281124497992,0.49087925399163174,537.0,87.35533905932738,25.180812005932435,0.7685185185185185,-1.3970465029967785
