,label,bbox-0,bbox-1,bbox-2,bbox-3,area,area_bbox,axis_major_length,axis_minor_length,centroid-0,centroid-1,eccentricity,area_convex,perimeter,equivalent_diameter_area,extent,orientation
0,1,766,1259,782,1282,252.0,368.0,21.872128173138602,14.90135639397013,773.6984126984127,1270.4761904761904,0.7320096092399409,268.0,61.11269837220809,17.91246396432554,0.6847826086956522,-1.374367322747634
1,2,768,1300,803,1339,1047.0,1365.0,38.2803778638823,34.85366494712748,784.8605539637058,1318.9436485195797,0.4135446774733559,1082.0,119.9827560572969,36.511392788247825,0.7670329670329671,-1.3582728061046
2,3,785,1476,808,1506,523.0,690.0,29.267555169888524,22.81191207245855,795.8929254302103,1490.9521988527724,0.6264935107112776,539.0,85.01219330881975,25.805121233904135,0.7579710144927536,1.4128253396183903
3,4,800,1133,820,1154,320.0,420.0,21.985093637978306,18.65135387791797,809.896875,1143.3125,0.5294139672527225,334.0,65.698484809835,20.185060176161283,0.7619047619047619,-0.952581082279208
4,5,804,950,837,985,902.0,1155.0,36.39030361997927,31.626710680813407,820.0709534368071,967.139689578714,0.49464135633737577,930.0,112.08326112068524,33.88896677904354,0.780952380952381,-0.9869416654971002
5,6,806,1188,823,1208,262.0,340.0,20.16652394517928,16.72243545664424,813.9580152671756,1196.8778625954199,0.5589259921837632,273.0,58.8700576850888,18.26441241104166,0.7705882352941177,1.4791211558465445
6,7,818,1249,846,1278,653.0,812.0,30.319582359104963,27.512419912838695,831.676875957121,1262.6906584992344,0.42023737239846226,670.0,93.59797974644665,28.834448541840736,0.8041871921182266,1.1095393591224922
7,8,835,853,871,889,996.0,1296.0,39.39308879396888,32.30419079239304,852.3905622489959,871.0301204819277,0.5722959434706272,1027.0,117.74011537017759,35.61104585035691,0.7685185185185185,-0.9036968346744992
8,9,843,1416,861,1435,271.0,342.0,19.892571345447887,17.35667964960558,851.380073800738,1424.9409594095941,0.488577202645158,279.0,58.8700576850888,18.575465448360347,0.7923976608187134,-1.0519902457463297
9,10,867,1302,905,1345,1267.0,1634.0,42.83075726797079,37.70376611186134,885.8453038674033,1323.5572217837412,0.47442391991613725,1301.0,132.22539674441617,40.16459265546523,0.7753977968176254,1.545577573074173
10,11,867,1543,900,1577,869.0,1122.0,34.50551746888855,32.27164954253423,883.8147295742233,1558.970080552359,0.3539600083880762,893.0,108.91168824543142,33.26327050028088,0.7745098039215687,0.8308856197330872
11,12,868,1048,890,1075,449.0,594.0,26.864501181204236,21.373356065217422,878.7861915367483,1060.6102449888642,0.6058242920740501,467.0,78.18376618407356,23.90992587997897,0.7558922558922558,-1.202006541549599
12,13,877,1233,896,1257,361.0,456.0,24.433480231274135,18.891511093416973,885.9030470914128,1244.0664819944598,0.6341849956302907,374.0,69.698484809835,21.43920417481474,0.7916666666666666,-1.4714481276229203
13,14,877,1620,913,1661,1154.0,1476.0,42.62635815829733,34.55233769249534,894.8292894280762,1640.1481802426342,0.5856193404170474,1184.0,126.5685424949238,38.33168969174693,0.7818428184281843,1.2169647304047495
14,15,905,895,937,925,735.0,960.0,31.793518599703336,29.488266585161032,920.7251700680272,909.3523809523809,0.373840470915043,756.0,98.91168824543142,30.591356056578213,0.765625,-0.10285973437074715
15,16,905,1749,926,1771,335.0,462.0,22.80592261341015,18.785847401923448,914.3164179104477,1759.3731343283582,0.5669870560671971,346.0,67.35533905932739,20.65272978291924,0.7251082251082251,1.0217507342190073
16,17,908,800,942,843,1084.0,1462.0,41.16547210258954,33.68276158951109,924.5009225092251,820.6245387453874,0.5748931705949298,1124.0,124.8111831820431,37.150930896720695,0.7414500683994528,-1.390608353778614
17,18,912,1393,934,1414,366.0,462.0,22.420483715992702,20.97375497479817,922.0792349726776,1402.8497267759562,0.35339842797207366,383.0,70.8700576850888,21.587164551489145,0.7922077922077922,-0.7686943745261274
18,19,933,1285,966,1319,882.0,1122.0,34.25739720547541,32.8058751077834,948.7664399092971,1301.4773242630386,0.28800487103722777,900.0,108.32590180780451,33.511151553720346,0.786096256684492,0.8817960396457627
19,20,938,941,958,963,343.0,440.0,21.900689993198817,19.996315715389656,947.6093294460642,951.5976676384839,0.40785881084694225,355.0,68.2842712474619,20.897874625046462,0.7795454545454545,1.4297364537304573
20,21,938,1479,970,1509,743.0,960.0,31.58440321746139,30.04279442468707,953.0632570659488,1493.384925975774,0.30860334119616273,762.0,99.49747468305833,30.757389059187485,0.7739583333333333,-0.11574422546657656
21,22,971,1017,999,1045,605.0,784.0,28.808577564807475,26.78758584915298,984.5537190082645,1030.5768595041322,0.3679449635734578,621.0,89.25483399593904,27.754457742221764,0.7716836734693877,-0.788713629482719
22,23,983,1300,1007,1325,445.0,600.0,25.58727479932988,22.17914405670745,994.847191011236,1312.096629213483,0.4986495498830991,459.0,76.42640687119285,23.803184606416586,0.7416666666666667,-0.963068511110217
23,24,983,1684,1007,1706,383.0,528.0,23.46169303354935,21.037008242356162,993.911227154047,1694.650130548303,0.4427330710297359,401.0,72.18376618407356,22.082815618339236,0.7253787878787878,-0.4313306443114303
24,25,994,722,1016,742,343.0,440.0,22.03417006375878,19.89527601496138,1004.9825072886298,731.5801749271137,0.4297911826534427,353.0,67.11269837220809,20.897874625046462,0.7795454545454545,0.48641076803854116
25,26,995,1084,1035,1127,1313.0,1720.0,42.65489643884181,39.26042446236331,1014.8210205635949,1104.7098248286368,0.3909307119368414,1338.0,132.71067811865478,40.887204871906675,0.7633720930232558,-1.3627622676984736
26,27,1006,1377,1043,1419,1229.0,1554.0,42.63308423308844,36.78851356377206,1024.0748576078113,1397.7054515866557,0.5053576738566861,1269.0,131.74011537017762,39.55769710788932,0.7908622908622909,1.2943859480045372
27,28,1013,898,1036,920,389.0,506.0,24.671020657722785,20.114868955911085,1023.6863753213368,908.120822622108,0.5790053461069181,400.0,71.35533905932738,22.255115881567058,0.7687747035573123,0.6598732030090178
28,29,1015,1712,1046,1744,798.0,992.0,32.73600089851696,31.093895060303005,1029.7882205513783,1727.2130325814537,0.3127425816539138,819.0,103.25483399593905,31.875463238965796,0.8044354838709677,1.3142634422162849
