,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,109,0,119,37
1,2,754,112,767,138
2,3,936,502,976,537
3,4,986,746,1024,785
4,5,989,565,1024,643
5,6,1011,515,1024,554
