,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,0,723,17,764
1,2,0,798,59,863
2,3,0,895,20,927
3,4,0,939,53,1024
4,5,101,970,131,988
5,6,132,935,167,975
6,7,133,874,149,902
7,8,199,456,216,497
8,9,529,346,558,365
9,10,606,519,642,531
10,11,692,816,722,827
11,12,781,831,816,845
12,13,797,787,816,808
13,14,924,365,953,401
14,15,957,983,975,1011
