,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,0,939,21,968
1,2,42,438,53,476
2,3,82,513,95,541
3,4,124,498,136,526
4,5,157,1009,189,1024
5,6,876,327,892,360
