,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,0,967,23,1006
1,2,5,171,26,205
2,3,55,847,103,887
3,4,164,617,183,646
4,5,271,854,323,900
5,6,281,1001,345,1024
6,7,286,937,330,1015
7,8,289,876,319,916
8,9,319,875,351,902
9,10,343,1002,405,1024
10,11,479,1000,501,1024
11,12,485,812,533,856
12,13,498,780,531,826
13,14,627,145,644,177
14,15,766,881,783,912
15,16,985,626,998,660
