,label,area,axis_major_length,axis_minor_length,centroid-0,centroid-1,eccentricity,extent,bbox-0,bbox-1,bbox-2,bbox-3
0,1,811.0,39.245022032105595,26.533242818824903,292.67694204685574,1111.327990135635,0.7368172756533717,0.7064459930313589,279,1091,307,1132
1,2,1062.0,39.523747266587165,34.39162641766956,298.67043314500944,759.8399246704331,0.4927852635989334,0.7195121951219512,282,739,318,780
2,3,323.0,26.601177854641083,15.470046156080832,293.44272445820434,571.0619195046439,0.8135071370561516,0.7764423076923077,286,559,302,585
3,4,591.0,28.32478520243725,26.72480944897247,301.7445008460237,661.4856175972927,0.3313348657147595,0.7547892720306514,287,648,316,675
4,5,320.0,22.913965436564315,17.821722187317807,299.9625,711.415625,0.6285529119397876,0.7655502392344498,291,701,310,723
5,6,355.0,22.316961189697093,20.322755273843104,314.2225352112676,1013.6985915492958,0.41319693944858826,0.8068181818181818,305,1003,325,1025
6,7,346.0,23.580297149569443,18.759591529837238,315.34393063583815,859.1271676300578,0.605872008205109,0.7587719298245614,306,848,325,872
7,8,542.0,30.849634603410244,22.707094611732245,328.0922509225092,1060.7177121771217,0.6769193812371528,0.7364130434782609,318,1046,341,1078
8,9,292.0,21.019136845625606,17.763821779552373,353.277397260274,656.6404109589041,0.534566950240309,0.8588235294117647,345,647,362,667
9,10,801.0,37.11886251445836,27.660409916716834,361.7677902621723,815.1885143570537,0.6668580831624006,0.7026315789473684,348,798,378,836
10,11,484.0,27.24513768680823,22.659862310582245,361.64462809917353,1055.8243801652893,0.5552208088592369,0.8148148148148148,351,1043,373,1070
11,12,553.0,29.77498854094873,23.71046335165047,363.8951175406872,1197.1699819168173,0.6048736054532007,0.7680555555555556,353,1183,377,1213
12,13,457.0,28.2822485205352,20.664044730839386,370.27133479212256,716.1772428884026,0.6827665919748788,0.7642140468227425,357,705,383,728
13,14,1117.0,41.48310669307113,34.4007249708141,378.1002685765443,357.8173679498657,0.5588471206969859,0.7547297297297297,360,339,397,379
14,15,758.0,32.38687995186809,29.813609554830993,400.2269129287599,896.2730870712401,0.3906344146598436,0.7895833333333333,386,881,416,913
15,16,730.0,33.25026672912156,28.088202076685267,403.2328767123288,500.2013698630137,0.5351592686047217,0.7849462365591398,389,485,419,516
16,17,580.0,28.848205524743985,25.672259163513658,417.7396551724138,1323.5793103448275,0.45613936161622914,0.7435897435897436,405,1309,431,1339
17,18,510.0,27.027763211052143,24.187780865962672,429.88235294117646,762.3156862745099,0.4462195665835889,0.8173076923076923,419,750,443,776
18,19,292.0,20.183512220433478,18.54672135220585,438.13698630136986,793.3938356164383,0.3944799303331496,0.8111111111111111,428,785,448,803
19,20,479.0,26.703919957505057,23.05120984803578,439.09394572025053,1291.150313152401,0.5048373955199388,0.7713365539452496,428,1277,451,1304
20,21,799.0,37.03501715000687,27.526220972577953,470.8085106382979,962.874843554443,0.6690154453444289,0.7653256704980843,457,945,486,981
21,22,1602.0,67.98335395408755,31.350968149137902,484.85767790262173,377.8801498127341,0.887318796986976,0.5816993464052288,459,353,513,404
22,23,400.0,24.43659726063798,20.876853554148916,481.16,507.8775,0.5197352854232213,0.7561436672967864,470,497,493,520
23,24,1015.0,37.43711738551438,34.564918463866334,501.4689655172414,1201.368472906404,0.3841291314960974,0.8068362480127186,485,1183,519,1220
24,25,344.0,23.041605922331986,19.14440582237339,495.375,1329.9941860465117,0.5564777988256628,0.7478260869565218,486,1319,506,1342
25,26,487.0,28.303819575951803,22.121456582372723,501.217659137577,582.517453798768,0.6238157648996259,0.7492307692307693,490,571,515,597
26,27,1117.0,43.02539530815907,33.07970835671569,514.7296329453894,195.80841539838855,0.6394394322777207,0.774081774081774,496,178,535,215
27,28,1079.0,42.27546336771501,32.578604566906286,529.3373493975904,1026.2530120481927,0.6372867116648514,0.738030095759234,513,1005,547,1048
28,29,384.0,28.604078541248235,17.19963101713367,529.3307291666666,1337.4192708333333,0.7990233846820419,0.7485380116959064,521,1325,540,1352
