,label,area,axis_major_length,axis_minor_length,centroid-0,centroid-1,eccentricity,extent,bbox-0,bbox-1,bbox-2,bbox-3
0,1,995.0,37.5657509906924,33.79547241193147,1089.4814070351758,2020.6211055276383,0.4366422822773583,0.7677469135802469,1072,2003,1108,2039
1,2,1641.0,50.425877917190064,41.64123064196389,1093.7007921998782,1968.8013406459477,0.5639764221652873,0.8168242906918866,1074,1944,1115,1993
2,3,1899.0,62.06757978745269,40.612189763034316,1138.1226961558716,2112.8388625592415,0.7562159588989423,0.659375,1115,2084,1163,2144
3,4,1555.0,45.2720133933231,43.914016692643166,1149.096463022508,1675.2379421221865,0.2430904873770815,0.7853535353535354,1128,1654,1172,1699
4,5,628.0,29.49447043665152,27.176874023041144,1142.7850318471337,2059.2261146496817,0.388561762175066,0.8010204081632653,1129,2046,1157,2074
5,6,492.0,25.46436427401466,24.739338200772245,1161.0995934959349,1620.719512195122,0.23692552281926021,0.7569230769230769,1149,1609,1175,1634
6,7,488.0,27.548985910110975,22.61643176198034,1178.7090163934427,2411.409836065574,0.5709952955333446,0.8215488215488216,1168,2398,1190,2425
7,8,1504.0,64.98610168445505,30.838627258182587,1189.5751329787233,2259.851063829787,0.8802329228199642,0.7372549019607844,1173,2230,1207,2290
8,9,411.0,24.286539439803203,21.670247888563253,1199.087591240876,1823.4428223844282,0.4514942906492876,0.7472727272727273,1189,1811,1211,1836
9,10,964.0,37.716809935154764,32.59712036986639,1227.4170124481327,1995.8257261410788,0.5030458237790636,0.7875816993464052,1210,1979,1246,2013
10,11,1406.0,46.34794273612834,38.71235552125364,1233.3044096728306,1790.275960170697,0.5498626362781879,0.7837235228539576,1215,1768,1254,1814
11,12,341.0,24.23879262258595,18.28652267638697,1242.7155425219942,1586.5307917888563,0.6563781229689046,0.6739130434782609,1233,1576,1256,1598
12,13,576.0,30.05557902171038,24.51813264953798,1246.8055555555557,1737.90625,0.5783908495764916,0.7346938775510204,1233,1724,1261,1752
13,14,736.0,31.565733111882047,29.74462813424943,1251.2404891304348,1923.4904891304348,0.3347484293726157,0.7913978494623656,1237,1909,1267,1940
14,15,1092.0,42.840075154141765,32.61993593974629,1256.5009157509157,2236.2847985347985,0.648241176525275,0.7695560253699789,1241,2215,1274,2258
15,16,633.0,30.32430321239287,26.74535769341456,1263.003159557662,2446.957345971564,0.47129123100260056,0.8115384615384615,1250,2433,1276,2463
16,17,975.0,37.16120835315146,33.58721629823813,1268.206153846154,2191.4584615384615,0.4279030194241923,0.7738095238095238,1251,2174,1287,2209
17,18,1441.0,47.8405135223359,38.545309892160134,1276.355308813324,2402.797362942401,0.5923179036722946,0.8005555555555556,1256,2381,1296,2426
18,19,989.0,37.142020840568115,34.085396769403886,1289.9555106167845,2130.521739130435,0.3972638842669876,0.7044159544159544,1272,2111,1308,2150
19,20,994.0,36.101321397651006,35.21601800707694,1306.579476861167,2486.413480885312,0.22010024790796057,0.8114285714285714,1290,2469,1325,2504
20,21,617.0,32.72348800412379,24.10309491096543,1310.6207455429499,1369.682333873582,0.6763628057958868,0.7345238095238096,1296,1356,1326,1384
21,22,2120.0,62.31898309904566,46.150307993712545,1335.6466981132075,1867.4811320754718,0.6720015272134858,0.6794871794871795,1310,1838,1362,1898
22,23,714.0,35.47231507365916,25.71133759709797,1337.8333333333333,1548.4789915966387,0.6889295646980331,0.7846153846153846,1320,1536,1355,1562
23,24,722.0,33.202612278376506,27.85610982948408,1346.8795013850415,2099.336565096953,0.5441723693048816,0.8317972350230415,1334,2084,1362,2115
24,25,761.0,32.77854993375171,29.626583960771544,1355.318002628121,1739.7884362680684,0.42786935523518,0.7686868686868686,1341,1724,1371,1757
25,26,391.0,24.964409570387424,20.078991250285377,1361.5780051150896,2692.051150895141,0.5942171275357886,0.7757936507936508,1352,2680,1373,2704
26,27,2015.0,70.83651350660197,37.6007829329124,1382.4833746898264,1429.6883374689826,0.8474903814315823,0.6352459016393442,1354,1406,1415,1458
27,28,1646.0,50.16854713835554,41.89130254457606,1384.228432563791,1610.102673147023,0.5502328320826739,0.7998056365403304,1363,1586,1405,1635
28,29,527.0,27.143266574838538,24.833071904758032,1381.593927893738,2562.1859582542693,0.4037058268706502,0.844551282051282,1369,2551,1395,2575
29,30,699.0,35.269101405585594,25.407758492276763,1390.4005722460658,1380.035765379113,0.6935618309897553,0.7532327586206896,1375,1366,1407,1395
30,31,363.0,24.300240611748567,19.406821399282187,1385.3360881542699,2266.746556473829,0.6018266908026766,0.7960526315789473,1376,2255,1395,2279
31,32,1917.0,61.81370996192344,41.07581282992588,1414.188836724048,2214.113197704747,0.7472795961412576,0.6712184873949579,1390,2187,1441,2243
32,33,1546.0,49.7254175382833,39.638524479629965,1410.9230271668823,2630.9126778783957,0.603783761595688,0.7649678377041069,1390,2608,1433,2655
33,34,790.0,33.33675669716098,30.23139711275176,1410.940506329114,2427.378481012658,0.4214561563125212,0.7745098039215687,1395,2413,1429,2443
34,35,489.0,27.552221511502886,22.65621092787647,1414.725971370143,1320.3374233128834,0.5690532182506649,0.7874396135265701,1401,1309,1428,1332
35,36,1036.0,37.53717973921635,35.241438102680355,1424.8339768339767,2119.0945945945946,0.34435133203980683,0.7777777777777778,1408,2101,1444,2138
36,37,1284.0,42.79838749093479,38.26612230570885,1429.1370716510903,2689.073987538941,0.44786345934976546,0.7829268292682927,1409,2669,1449,2710
37,38,482.0,27.16071035575402,22.731336909144215,1422.5663900414938,1390.1369294605809,0.5473255060028843,0.8114478114478114,1410,1380,1437,1402
38,39,611.0,29.738796502492036,26.21088287010669,1428.746317512275,1589.08674304419,0.4724266452584025,0.754320987654321,1416,1574,1443,1604
39,40,988.0,37.85506800326741,33.38238956164982,1434.90991902834,1888.0607287449393,0.47153508573191383,0.7428571428571429,1418,1871,1453,1909
40,41,324.0,22.639145753665797,18.42939306416816,1427.5586419753085,2830.533950617284,0.5807950170548352,0.7414187643020596,1419,2820,1438,2843
41,42,1893.0,62.836064957849274,40.01946626599974,1450.0100369783413,1837.0602218700476,0.770957251582935,0.6527586206896552,1420,1814,1478,1864
42,43,958.0,37.59793805073375,32.52297666489976,1465.8799582463466,2509.9864300626305,0.5017370008662941,0.787828947368421,1450,2492,1482,2530
43,44,884.0,39.6192721426559,28.662904288306983,1469.3472850678734,1687.762443438914,0.6903677373564696,0.723996723996724,1454,1671,1487,1708
44,45,995.0,37.78775811678968,33.68728727100234,1473.3035175879397,1255.3316582914572,0.45304668544169285,0.7934609250398724,1455,1240,1493,1273
45,46,388.0,24.95994765163418,19.81185425107656,1489.7319587628865,2880.0103092783506,0.6082495907399416,0.7698412698412699,1478,2870,1502,2891
46,47,1606.0,50.430549832616585,40.74421194184065,1499.5018679950188,1506.0666251556663,0.5892823354427104,0.7156862745098039,1479,1482,1523,1533
47,48,1370.0,47.07735841607863,37.31649099633226,1499.3335766423359,1714.197080291971,0.6096597438915142,0.7287234042553191,1479,1690,1519,1737
48,49,828.0,38.40103808965019,27.65647210215444,1519.8454106280194,1550.1739130434783,0.6937653003400784,0.7631336405529954,1502,1535,1537,1566
49,50,1356.0,46.68713097678047,37.143733440518716,1526.8384955752213,2383.5774336283184,0.6058376974900225,0.7691435053885423,1507,2363,1548,2406
50,51,380.0,22.79040746806432,21.37842099469232,1522.4657894736843,2898.636842105263,0.3465142652065753,0.7196969696969697,1512,2887,1534,2911
51,52,289.0,21.071996540272046,17.7034050919586,1528.2525951557093,2510.8304498269895,0.5423712208142445,0.7225,1519,2502,1539,2522
52,53,1547.0,56.13939262940509,35.82760286697229,1545.7466063348415,2635.3425985778927,0.7698788447380962,0.8185185185185185,1519,2619,1573,2654
53,54,1187.0,41.16310582259358,36.783611557591364,1546.2089300758214,2166.4330244313396,0.4488515823287303,0.7638352638352638,1528,2146,1565,2188
54,55,750.0,39.16294645525569,24.59709601758571,1553.808,1205.3746666666666,0.7781563452745642,0.7142857142857143,1540,1189,1570,1224
55,56,1793.0,54.327948420316304,44.74812377003712,1582.6988287785834,2006.9810373675405,0.5670741692510355,0.7047955974842768,1553,1982,1606,2030
56,57,865.0,34.50170087362435,32.04689878487278,1582.950289017341,2570.050867052023,0.3704564811379969,0.8191287878787878,1567,2554,1600,2586
57,58,1036.0,44.037132005480004,30.228113503797378,1591.6978764478765,1257.7799227799228,0.7272022086600064,0.6811308349769888,1573,1239,1612,1278
58,59,955.0,37.983338957367586,32.13462909164136,1590.3151832460733,2782.3863874345548,0.5331526362852413,0.7591414944356121,1573,2766,1610,2800
59,60,1051.0,36.9644651001651,36.30918376176697,1594.383444338725,2682.916270218839,0.18745774283165123,0.8109567901234568,1577,2665,1613,2701
60,61,1299.0,48.57937839709031,34.20902680045696,1600.958429561201,2877.923787528868,0.7100133292195457,0.7368122518434487,1581,2857,1622,2900
61,62,743.0,32.99573686165505,29.051535225241825,1601.4064602960968,1174.0040376850607,0.4741143160807731,0.7262952101661779,1586,1160,1619,1191
62,63,821.0,32.891881973113264,31.934504244695358,1612.783191230207,2821.696711327649,0.2395128635340823,0.7539026629935721,1597,2806,1630,2839
63,64,314.0,22.20753038523127,18.07569704354722,1612.2898089171974,1374.1783439490446,0.5809426508140755,0.7476190476190476,1603,1364,1623,1385
64,65,1709.0,59.32617594117696,37.60780332088155,1641.5465184318314,2553.18080748976,0.7734020258459676,0.749561403508772,1613,2534,1670,2574
65,66,1058.0,41.360382824936885,32.64274310526326,1635.6294896030245,1992.3128544423441,0.6141011927919555,0.7589670014347202,1619,1972,1653,2013
66,67,1877.0,49.86922386823555,47.987060337523936,1647.0420884389985,2300.9376664890783,0.2721387767012709,0.7820833333333334,1623,2277,1671,2327
67,68,557.0,27.875384781822873,25.696674099733563,1638.032315978456,1222.0664272890485,0.3875681493357734,0.7104591836734694,1625,1208,1653,1236
68,69,249.0,18.771943835199895,17.002334878990816,1644.3614457831325,2366.3333333333335,0.4238525992436117,0.8137254901960784,1636,2358,1653,2376
69,70,483.0,26.776062405851132,23.06777272736327,1653.2339544513457,1518.231884057971,0.5077452158864162,0.84,1642,1506,1665,1531
70,71,958.0,36.053412167358836,33.93647705961781,1684.8048016701462,2593.3538622129436,0.33761757976831647,0.8294372294372294,1669,2576,1702,2611
71,72,570.0,27.657258985637377,26.31640658065379,1690.0473684210526,1906.0736842105264,0.30759006793802285,0.753968253968254,1677,1892,1704,1920
72,73,349.0,26.956202507084242,16.646141261139075,1701.5472779369627,2873.300859598854,0.7865508950235988,0.7064777327935222,1689,2864,1715,2883
73,74,374.0,27.029827699516964,17.839683975347025,1699.7860962566845,1495.1764705882354,0.7512656737996768,0.7192307692307692,1690,1482,1710,1508
74,75,1845.0,48.91835068537186,48.243442173380394,1716.7934959349593,2501.151219512195,0.16553826789131873,0.738,1691,2477,1741,2527
75,76,286.0,20.332775343619765,18.006984275023463,1708.0944055944055,2143.926573426573,0.46442263677549533,0.7526315789473684,1698,2135,1718,2154
76,77,252.0,22.132664857649882,14.569605011430426,1713.095238095238,2977.472222222222,0.7527686478297967,0.7,1703,2969,1723,2987
77,78,842.0,37.43764109216506,28.746654235408492,1718.857482185273,1103.0985748218527,0.6406245013907951,0.764065335753176,1705,1085,1734,1123
78,79,1184.0,40.101029305908284,37.643571949850525,1734.879222972973,2839.0050675675675,0.34468516748878414,0.7989203778677463,1716,2820,1754,2859
79,80,576.0,29.64016866973572,25.019565915930524,1733.232638888889,1067.3038194444443,0.5361698695820744,0.8571428571428571,1721,1054,1745,1082
80,81,1603.0,47.60366300882503,43.02706854618666,1745.3275109170306,2328.8602620087336,0.4278273908860807,0.8120567375886525,1724,2305,1766,2352
81,82,832.0,34.77475883265842,30.74881212253594,1748.7451923076924,2376.5673076923076,0.4670556855339964,0.7640036730945822,1732,2362,1765,2395
82,83,1360.0,47.31840636108612,36.65934187601797,1761.0808823529412,2936.764705882353,0.6322830621433241,0.7780320366132724,1738,2919,1784,2957
83,84,621.0,33.3377768677183,23.839971407138894,1761.1078904991948,2901.97423510467,0.6990182647099852,0.7840909090909091,1745,2890,1778,2914
84,85,420.0,26.07672140967738,20.592162656708748,1766.9547619047619,1545.7857142857142,0.6135240158873809,0.7342657342657343,1754,1535,1780,1557
85,86,446.0,28.377259446352017,20.07567034665301,1780.6771300448431,1565.3878923766815,0.7067571115831872,0.7964285714285714,1767,1556,1795,1576
86,87,705.0,33.41980938618302,27.024364343314893,1787.4340425531916,1770.723404255319,0.5883132636048503,0.7336108220603538,1773,1756,1804,1787
87,88,1513.0,47.7161487932678,40.51355602202447,1796.135492399207,2215.575677461996,0.5283071146882274,0.8047872340425531,1773,2197,1820,2237
88,89,659.0,33.81092438840253,24.973616881714396,1788.7359635811836,3040.342943854325,0.6741157992443653,0.7086021505376344,1774,3025,1804,3056
89,90,613.0,30.697441309083427,25.57589928178513,1794.4127243066885,1458.668841761827,0.5530310829055008,0.8129973474801061,1782,1444,1808,1473
90,91,735.0,36.1218612534458,26.064818155739314,1802.8027210884354,2179.0625850340134,0.6923309059709087,0.764033264033264,1785,2166,1822,2192
91,92,416.0,25.94839343328672,20.46210412334077,1797.3197115384614,2382.5985576923076,0.6149460140994882,0.8,1785,2373,1811,2393
92,93,1071.0,39.61366304182322,34.524361718714445,1805.6582633053222,1863.6797385620914,0.49034819944721164,0.7682926829268293,1786,1847,1827,1881
93,94,730.0,37.4781735891397,25.04802024279386,1804.9013698630138,1348.1178082191782,0.7438593411206544,0.7307307307307307,1792,1330,1819,1367
