,label,area,axis_major_length,axis_minor_length,centroid-0,centroid-1,eccentricity,extent,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1149.0,41.13497379142123,35.597970166266535,464.302001740644,1545.7180156657964,0.5010915848039091,0.7979166666666667,447,1526,483,1566
1,2,1599.0,51.503982585448846,39.62289831950725,481.349593495935,1835.2501563477174,0.6388670332497182,0.7931547619047619,461,1812,503,1860
2,3,749.0,33.173795486203026,28.91096218553326,484.63417890520697,1759.1989319092122,0.4903955347578596,0.7793964620187305,470,1745,501,1776
3,4,1321.0,42.47683913860628,39.71182667194219,490.6888720666162,1712.2800908402726,0.3548969935697786,0.8261413383364603,471,1693,512,1732
4,5,363.0,22.405722633606555,20.76962384427135,491.80716253443524,1886.297520661157,0.3751143875920598,0.8231292517006803,482,1877,503,1898
5,6,310.0,23.325472023644544,16.999668939485716,504.6322580645161,1658.7193548387097,0.684723668807379,0.7928388746803069,497,1648,514,1671
6,7,480.0,29.260427693135384,21.15548284838069,511.75625,1793.16875,0.6908411042203093,0.7523510971786834,502,1778,524,1807
7,8,1025.0,41.954578331828,31.308371653324357,526.5258536585366,1401.04,0.6656719957034049,0.7509157509157509,509,1383,544,1422
8,9,1322.0,41.62856823336279,40.47081755770416,536.7745839636914,1902.7564296520425,0.234199520465652,0.8060975609756098,517,1883,558,1923
9,10,598.0,34.068556966690345,22.64820508248503,549.2742474916388,1865.5953177257525,0.7470363225634384,0.7428571428571429,531,1855,566,1878
10,11,1114.0,41.386996380068844,34.33158400806499,569.7612208258528,1281.4183123877917,0.558468296188264,0.7736111111111111,552,1262,588,1302
11,12,1329.0,43.71068599517811,38.834275611353476,583.4108352144469,1830.6779533483823,0.4589948220570601,0.7948564593301436,562,1813,606,1851
12,13,855.0,38.66580372936946,28.331231288410457,585.8292397660819,1454.1391812865497,0.6805295790195363,0.7221283783783784,570,1435,602,1472
13,14,417.0,27.11303093603343,19.67609053129938,581.9376498800959,1714.8081534772182,0.6880048922942372,0.801923076923077,570,1706,596,1726
14,15,599.0,30.43761727222387,25.144274848949642,606.8146911519199,1959.0734557595993,0.5635351451515105,0.7923280423280423,593,1946,621,1973
15,16,386.0,23.579697933818046,21.490296592458595,613.619170984456,1256.9559585492227,0.411544166375911,0.7310606060606061,602,1245,624,1269
16,17,876.0,36.03319725237427,31.088446348769427,634.2922374429223,1662.2762557077626,0.5055925912951742,0.8111111111111111,617,1648,653,1678
17,18,824.0,35.58007720133214,29.61778378347208,652.5182038834952,1529.9478155339805,0.5541361208182557,0.7847619047619048,636,1516,671,1546
18,19,817.0,34.14402294889513,30.57265954863114,656.7649938800489,1770.1603427172583,0.44525669193350764,0.8235887096774194,641,1755,673,1786
19,20,681.0,30.41568448355762,28.545631189625873,654.9911894273127,1894.9177679882525,0.3452335390342821,0.8097502972651606,641,1881,670,1910
20,21,320.0,21.27123822125868,19.198414310418027,653.171875,1087.928125,0.43057932371517293,0.8020050125313283,643,1079,664,1098
21,22,313.0,20.48243492056064,19.617561373948003,654.7635782747603,1317.55910543131,0.2875192252434301,0.8236842105263158,646,1309,666,1328
22,23,757.0,33.90531164455927,28.51345345050904,672.5217965653896,1394.8546895640686,0.5410770037027998,0.7910135841170324,656,1381,689,1410
23,24,536.0,30.772255990247587,22.247646368911138,683.205223880597,1156.3768656716418,0.6908716554273469,0.7657142857142857,671,1143,696,1171
24,25,230.0,18.527696115318967,16.03235198923688,709.4043478260869,1565.1304347826087,0.5012229790396173,0.7958477508650519,702,1557,719,1574
25,26,596.0,29.689121373626076,25.800834256365235,721.8976510067114,1213.256711409396,0.49475364994458176,0.8175582990397805,708,1200,735,1227
26,27,766.0,35.40258482024343,27.615166729129886,752.3524804177546,2059.4177545691905,0.6257390027719677,0.7768762677484787,736,2045,770,2074
27,28,719.0,32.62582717248117,28.082935931921703,757.769123783032,1966.394993045897,0.5090147072364622,0.8024553571428571,742,1953,774,1981
28,29,675.0,32.39708662638143,26.68954376853731,758.2681481481482,1480.434074074074,0.5668435970702357,0.7533482142857143,745,1466,773,1498
29,30,290.0,20.374254937961858,18.20345669382689,781.7344827586207,980.8482758620689,0.4491549868966827,0.8055555555555556,772,972,792,990
30,31,1021.0,38.785366610849884,33.60908994518193,806.0568070519099,1069.5416258570028,0.4991068101168649,0.7665165165165165,788,1052,824,1089
31,32,400.0,23.51318635002005,21.762400319570233,804.84,1187.07,0.3786492437759893,0.7575757575757576,794,1176,816,1200
32,33,293.0,20.73549702577045,18.085776083371957,805.1569965870307,922.7508532423208,0.48912572669704096,0.8116343490304709,796,914,815,933
33,34,219.0,17.750908635695453,15.859222752858873,808.9817351598174,1522.0456621004566,0.4491992555507704,0.7604166666666666,801,1514,817,1532
34,35,469.0,25.05910573046738,24.044169350968183,816.9104477611941,1964.1599147121535,0.2817144157874001,0.7816666666666666,804,1953,829,1977
35,36,1152.0,40.47681433601181,36.27910101663645,833.0885416666666,1422.0381944444443,0.4434615703761506,0.7983367983367984,814,1404,853,1441
36,37,924.0,37.53333234823628,31.412616221810893,838.2218614718614,2064.594155844156,0.5473162844531303,0.8055797733217088,820,2050,857,2081
