,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,166,34,188,50
1,2,338,708,354,734
2,3,525,730,545,753
3,4,620,446,640,465
4,5,681,191,710,217
5,6,815,393,831,419
6,7,847,889,863,913
7,8,875,212,894,235
8,9,1009,533,1023,561
