,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,0,86,68,146
1,2,5,180,52,209
2,3,37,8,66,35
3,4,46,39,101,66
4,5,64,0,93,42
5,6,75,91,114,147
6,7,141,0,200,25
7,8,173,97,212,162
8,9,186,0,275,44
9,10,210,89,244,145
10,11,233,37,272,61
11,12,248,16,298,50
12,13,296,55,333,76
13,14,477,21,514,57
14,15,488,69,509,107
15,16,546,496,559,520
