,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,0,5,60,72
1,2,0,41,67,102
2,3,0,124,18,194
3,4,0,580,37,656
4,5,0,1004,18,1024
5,6,87,0,134,39
