,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1005,1605,1029,1634
1,2,1029,1279,1049,1307
2,3,1031,1466,1052,1490
3,4,1053,1929,1085,1964
4,5,1065,1783,1087,1806
5,6,1068,2200,1086,2222
6,7,1072,2084,1101,2118
7,8,1083,1310,1105,1335
8,9,1092,2010,1113,2033
9,10,1095,1020,1122,1054
10,11,1106,1484,1122,1504
11,12,1121,1348,1142,1373
12,13,1126,2432,1157,2474
13,14,1129,2204,1146,2224
14,15,1146,1591,1168,1616
15,16,1168,2467,1194,2496
16,17,1171,1688,1196,1718
17,18,1173,2570,1191,2589
18,19,1176,1500,1205,1530
19,20,1186,2629,1216,2666
20,21,1194,1405,1212,1425
21,22,1198,1233,1229,1269
22,23,1204,1111,1230,1141
23,24,1204,2094,1233,2127
24,25,1211,2524,1230,2546
25,26,1215,1486,1235,1506
26,27,1219,1979,1250,2016
27,28,1247,859,1276,888
28,29,1255,744,1282,776
29,30,1258,1197,1286,1228
30,31,1265,2494,1296,2533
31,32,1273,546,1296,576
32,33,1280,1800,1307,1831
33,34,1283,674,1314,704
34,35,1284,2662,1309,2692
35,36,1295,1550,1310,1570
36,37,1302,885,1332,924
37,38,1302,1763,1318,1780
38,39,1305,818,1321,836
39,40,1305,1591,1335,1620
40,41,1313,2097,1329,2117
41,42,1318,2151,1348,2184
42,43,1319,1139,1345,1163
43,44,1324,1310,1348,1343
44,45,1325,1375,1342,1393
45,46,1328,1046,1353,1074
46,47,1336,1907,1365,1942
47,48,1337,2361,1363,2390
48,49,1340,546,1358,565
49,50,1346,827,1367,848
50,51,1347,2637,1376,2673
51,52,1348,1978,1378,2011
52,53,1363,604,1388,640
53,54,1366,935,1385,956
54,55,1369,1482,1390,1507
55,56,1380,1544,1408,1582
56,57,1387,548,1410,574
57,58,1401,1334,1431,1372
58,59,1401,1919,1426,1950
59,60,1401,2273,1436,2311
60,61,1403,1872,1420,1896
61,62,1404,1256,1422,1281
62,63,1411,2054,1430,2081
63,64,1415,1063,1432,1089
64,65,1418,2674,1438,2695
65,66,1425,1698,1453,1727
66,67,1436,450,1457,473
67,68,1437,2767,1457,2791
68,69,1443,1765,1466,1793
69,70,1444,941,1460,959
70,71,1453,2918,1481,2949
71,72,1457,1232,1483,1259
72,73,1458,2566,1474,2587
73,74,1466,2038,1495,2068
74,75,1469,2339,1485,2356
75,76,1471,2223,1492,2248
76,77,1476,1985,1492,2007
77,78,1478,2821,1509,2859
78,79,1488,1438,1508,1461
79,80,1504,2633,1529,2662
80,81,1505,2915,1543,2953
81,82,1507,1888,1529,1924
82,83,1515,1195,1539,1224
83,84,1522,1075,1539,1094
84,85,1547,2062,1574,2098
85,86,1547,2875,1574,2904
86,87,1552,2017,1566,2035
87,88,1564,1359,1593,1394
88,89,1571,1589,1598,1622
89,90,1572,1756,1595,1782
90,91,1581,831,1602,856
91,92,1589,2812,1612,2841
92,93,1603,2484,1632,2519
93,94,1608,2279,1622,2297
94,95,1612,542,1636,569
95,96,1613,1946,1643,1986
96,97,1617,2751,1641,2779
97,98,1632,1279,1661,1313
98,99,1633,1446,1653,1469
99,100,1643,1506,1664,1530
100,101,1645,1219,1668,1245
101,102,1648,1588,1674,1624
102,103,1648,2689,1677,2723
103,104,1660,2525,1685,2548
104,105,1669,2336,1702,2373
105,106,1673,971,1705,1010
106,107,1675,2253,1700,2283
107,108,1676,922,1690,940
108,109,1685,325,1708,349
109,110,1690,2038,1722,2075
110,111,1691,2751,1710,2774
111,112,1703,1411,1730,1440
112,113,1711,2606,1735,2638
113,114,1714,1142,1736,1165
114,115,1715,703,1741,730
115,116,1720,1721,1744,1750
116,117,1722,811,1746,837
117,118,1727,2503,1752,2540
118,119,1732,290,1748,307
119,120,1735,1939,1765,1974
120,121,1743,600,1775,632
121,122,1744,375,1770,409
122,123,1751,2390,1781,2422
123,124,1760,989,1787,1022
124,125,1781,822,1805,848
125,126,1785,1767,1812,1796
126,127,1796,1409,1820,1433
127,128,1798,2517,1814,2536
128,129,1802,1954,1825,1980
129,130,1808,1539,1841,1575
130,131,1815,1155,1838,1183
131,132,1820,2167,1842,2195
132,133,1821,713,1846,739
133,134,1828,926,1844,945
134,135,1842,2110,1866,2137
135,136,1842,2372,1869,2406
136,137,1848,814,1870,837
137,138,1876,1033,1900,1061
138,139,1892,1497,1911,1520
139,140,1900,1686,1920,1710
140,141,1906,931,1933,963
141,142,1907,2098,1932,2126
142,143,1908,1214,1932,1244
143,144,1911,2046,1940,2076
144,145,1916,1775,1938,1801
145,146,1918,1844,1942,1868
146,147,1924,1459,1941,1479
147,148,1935,1939,1968,1976
