,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1006,1608,1028,1631
1,2,1031,1281,1049,1306
2,3,1031,1467,1052,1487
3,4,1054,1931,1085,1964
4,5,1066,1783,1087,1804
5,6,1069,2200,1086,2221
6,7,1074,2085,1100,2116
7,8,1084,1312,1105,1334
8,9,1093,2011,1113,2032
9,10,1096,1028,1123,1053
10,11,1121,1351,1141,1372
11,12,1127,2434,1156,2474
12,13,1148,1594,1168,1614
13,14,1168,2468,1194,2496
14,15,1172,1695,1195,1715
15,16,1176,1501,1205,1528
16,17,1186,2631,1216,2666
17,18,1200,1235,1229,1268
18,19,1204,2096,1233,2126
19,20,1206,1112,1229,1139
20,21,1212,2525,1230,2544
21,22,1224,1978,1249,2010
22,23,1251,861,1276,885
23,24,1257,749,1282,772
24,25,1259,1199,1285,1223
25,26,1266,2495,1295,2532
26,27,1274,547,1296,575
27,28,1288,2664,1308,2687
28,29,1290,675,1314,700
29,30,1306,886,1333,918
30,31,1313,1595,1335,1618
31,32,1318,2154,1347,2180
32,33,1325,1318,1339,1341
33,34,1328,1047,1352,1073
34,35,1336,1920,1363,1940
35,36,1338,2362,1362,2385
36,37,1340,547,1357,564
37,38,1346,828,1367,846
38,39,1349,2643,1367,2666
39,40,1355,1983,1378,2007
40,41,1365,611,1387,632
41,42,1369,1483,1390,1506
42,43,1381,1546,1407,1581
43,44,1388,554,1410,573
44,45,1402,1922,1426,1946
45,46,1402,2274,1436,2308
46,47,1404,1258,1421,1280
47,48,1406,1334,1430,1366
48,49,1412,2055,1428,2079
49,50,1425,1699,1453,1729
50,51,1438,2768,1457,2788
51,52,1444,1765,1466,1788
52,53,1454,2919,1481,2948
53,54,1458,1233,1483,1258
54,55,1467,2039,1494,2066
55,56,1479,2824,1508,2857
56,57,1488,1439,1508,1458
57,58,1506,2915,1544,2952
58,59,1508,1895,1528,1916
59,60,1512,2642,1528,2661
60,61,1516,1196,1540,1220
61,62,1547,2875,1573,2904
62,63,1549,2063,1573,2091
63,64,1565,1360,1592,1390
64,65,1572,1592,1598,1620
65,66,1572,1757,1595,1780
66,67,1590,2813,1611,2838
67,68,1604,2489,1630,2517
68,69,1614,1952,1642,1985
69,70,1618,2751,1640,2778
70,71,1633,1446,1653,1468
71,72,1634,1279,1659,1310
72,73,1640,210,1657,229
73,74,1643,1507,1664,1528
74,75,1645,1221,1668,1244
75,76,1648,2691,1675,2720
76,77,1655,1594,1674,1619
77,78,1662,2525,1685,2546
78,79,1670,2338,1701,2372
79,80,1674,979,1700,1008
80,81,1676,2254,1700,2280
81,82,1686,325,1708,347
82,83,1691,2042,1713,2070
83,84,1692,2752,1710,2773
84,85,1703,1411,1729,1439
85,86,1713,2607,1733,2637
86,87,1714,1143,1736,1164
87,88,1716,703,1741,729
88,89,1720,1722,1745,1749
89,90,1723,811,1746,836
90,91,1729,2510,1749,2537
91,92,1736,1942,1763,1972
92,93,1744,375,1770,408
93,94,1744,602,1773,630
94,95,1753,2392,1780,2420
95,96,1763,991,1787,1020
96,97,1782,823,1804,844
97,98,1796,1410,1820,1432
98,99,1821,714,1844,735
99,100,1822,2171,1842,2190
100,101,1842,2110,1866,2136
101,102,1842,2373,1869,2405
102,103,1876,1035,1900,1061
103,104,1900,1687,1919,1708
104,105,1908,2098,1932,2125
105,106,1909,1215,1932,1239
106,107,1911,2048,1940,2074
107,108,1917,1776,1938,1800
108,109,1919,1844,1941,1867
109,110,1936,1944,1963,1973
110,111,1947,1551,1969,1572
