,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1003,1608,1029,1632
1,2,1028,1467,1051,1490
2,3,1052,1930,1085,1961
3,4,1065,1783,1086,1804
4,5,1067,2200,1086,2219
5,6,1084,1311,1104,1333
6,7,1092,2011,1113,2032
7,8,1119,1347,1141,1372
8,9,1129,2204,1146,2222
9,10,1143,1591,1166,1615
10,11,1147,2179,1165,2194
11,12,1168,2467,1193,2494
12,13,1172,1503,1203,1528
13,14,1172,1690,1194,1715
14,15,1183,2634,1215,2665
15,16,1185,2232,1204,2253
16,17,1197,1236,1229,1266
17,18,1202,1113,1229,1140
18,19,1204,2095,1234,2126
19,20,1211,2525,1230,2545
20,21,1215,1488,1235,1504
21,22,1219,1982,1250,2012
22,23,1258,1194,1284,1224
23,24,1265,2497,1297,2530
24,25,1278,2665,1308,2692
25,26,1280,1803,1306,1828
26,27,1299,890,1333,921
27,28,1306,1594,1333,1620
28,29,1312,2098,1329,2115
29,30,1318,2150,1346,2180
30,31,1323,1313,1349,1342
31,32,1329,1049,1353,1071
32,33,1337,1910,1361,1940
33,34,1338,2363,1362,2392
34,35,1346,826,1365,846
35,36,1349,1980,1376,2008
36,37,1364,937,1386,954
37,38,1369,1485,1389,1506
38,39,1376,548,1410,572
39,40,1379,1548,1406,1580
40,41,1396,1874,1420,1891
41,42,1401,1917,1425,1948
42,43,1402,1337,1429,1368
43,44,1403,1259,1421,1279
44,45,1403,2275,1434,2310
45,46,1410,2056,1428,2081
46,47,1414,1064,1433,1086
47,48,1419,2673,1442,2696
48,49,1421,1702,1451,1726
49,50,1424,1173,1445,1192
50,51,1436,448,1457,473
51,52,1437,2768,1456,2792
52,53,1442,1765,1466,1789
53,54,1455,1234,1482,1258
54,55,1467,2040,1492,2066
55,56,1469,2224,1491,2246
56,57,1476,1986,1492,2004
57,58,1476,2822,1508,2857
58,59,1487,1437,1507,1462
59,60,1493,1640,1511,1658
60,61,1508,1891,1529,1919
61,62,1515,1197,1539,1222
62,63,1520,1075,1538,1093
63,64,1547,2065,1572,2094
64,65,1548,2875,1574,2901
65,66,1564,1362,1595,1390
66,67,1569,1592,1597,1618
67,68,1571,1756,1594,1780
68,69,1580,832,1601,856
69,70,1602,2485,1628,2515
70,71,1603,1902,1619,1921
71,72,1607,2279,1623,2297
72,73,1616,1947,1642,1982
73,74,1617,2752,1638,2776
74,75,1631,1281,1660,1317
75,76,1633,1447,1654,1468
76,77,1639,209,1667,228
77,78,1643,1508,1665,1528
78,79,1645,1221,1668,1244
79,80,1649,2693,1676,2719
80,81,1658,2526,1685,2548
81,82,1660,2339,1701,2368
82,83,1662,1772,1680,1792
83,84,1673,975,1699,1006
84,85,1675,2255,1699,2282
85,86,1683,326,1706,350
86,87,1692,2040,1721,2072
87,88,1702,1414,1728,1439
88,89,1714,705,1740,727
89,90,1714,1142,1736,1164
90,91,1720,1722,1743,1748
91,92,1722,813,1746,836
92,93,1724,1302,1743,1322
93,94,1737,1941,1764,1972
94,95,1744,379,1770,406
95,96,1751,990,1787,1019
96,97,1754,2392,1780,2420
97,98,1781,822,1804,845
98,99,1786,1770,1811,1794
99,100,1796,1410,1821,1432
100,101,1797,2518,1814,2536
101,102,1801,1954,1825,1980
102,103,1809,1543,1837,1572
103,104,1815,1157,1844,1183
104,105,1827,928,1843,945
105,106,1841,2112,1864,2135
106,107,1841,2374,1868,2404
107,108,1848,818,1870,834
108,109,1862,1793,1883,1808
109,110,1876,1038,1899,1059
110,111,1891,1499,1913,1520
111,112,1900,1687,1919,1710
112,113,1907,2100,1934,2125
113,114,1908,1215,1931,1242
114,115,1911,2050,1938,2075
115,116,1916,1776,1937,1798
116,117,1917,1844,1942,1866
117,118,1923,1459,1940,1478
