,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1005,1607,1029,1631
1,2,1030,1280,1049,1306
2,3,1031,1467,1052,1489
3,4,1053,1930,1085,1963
4,5,1065,1783,1087,1804
5,6,1069,2199,1085,2221
6,7,1071,2084,1100,2116
7,8,1084,1311,1105,1334
8,9,1092,2010,1113,2032
9,10,1095,1021,1122,1054
10,11,1119,1348,1141,1373
11,12,1123,2433,1156,2474
12,13,1145,1593,1168,1614
13,14,1167,2467,1194,2496
14,15,1170,1688,1196,1718
15,16,1173,1500,1205,1530
16,17,1184,2630,1215,2665
17,18,1185,2230,1207,2252
18,19,1194,1406,1212,1425
19,20,1197,1234,1229,1269
20,21,1204,1111,1230,1140
21,22,1204,2095,1234,2127
22,23,1211,2525,1230,2543
23,24,1215,1487,1235,1507
24,25,1219,1978,1249,2015
25,26,1247,859,1276,886
26,27,1255,747,1282,773
27,28,1258,1198,1285,1228
28,29,1266,2494,1296,2532
29,30,1273,547,1296,573
30,31,1280,1801,1307,1831
31,32,1283,2663,1309,2689
32,33,1285,674,1314,700
33,34,1300,886,1333,921
34,35,1305,1593,1335,1619
35,36,1317,2150,1347,2182
36,37,1319,1139,1345,1162
37,38,1324,1310,1348,1342
38,39,1327,1047,1353,1073
39,40,1335,1908,1366,1940
40,41,1337,2361,1363,2387
41,42,1346,827,1367,847
42,43,1346,2637,1376,2668
43,44,1349,1978,1378,2010
44,45,1364,610,1388,640
45,46,1368,1482,1390,1506
46,47,1379,1545,1408,1581
47,48,1388,553,1410,573
48,49,1400,2272,1436,2310
49,50,1401,1334,1431,1371
50,51,1401,1919,1426,1949
51,52,1403,1872,1420,1894
52,53,1404,1257,1422,1280
53,54,1411,2055,1429,2080
54,55,1416,1064,1433,1088
55,56,1421,1699,1453,1729
56,57,1437,451,1457,472
57,58,1437,2766,1456,2789
58,59,1442,1764,1466,1792
59,60,1453,2919,1481,2948
60,61,1456,1232,1483,1259
61,62,1466,2038,1495,2067
62,63,1470,2223,1491,2247
63,64,1477,2825,1508,2858
64,65,1487,1438,1508,1461
65,66,1504,2641,1528,2662
66,67,1505,2915,1543,2952
67,68,1506,1889,1529,1922
68,69,1514,1196,1540,1224
69,70,1546,2875,1573,2904
70,71,1547,2062,1573,2096
71,72,1564,1359,1593,1394
72,73,1569,1590,1598,1621
73,74,1571,1756,1595,1782
74,75,1589,2814,1610,2838
75,76,1603,2484,1631,2517
76,77,1613,1947,1642,1985
77,78,1617,2751,1641,2779
78,79,1631,1278,1661,1313
79,80,1633,1446,1653,1469
80,81,1641,210,1656,228
81,82,1643,1506,1664,1529
82,83,1645,1220,1669,1245
83,84,1647,1589,1674,1625
84,85,1648,2691,1676,2721
85,86,1660,2524,1685,2548
86,87,1669,2337,1701,2372
87,88,1673,972,1706,1010
88,89,1675,2253,1700,2283
89,90,1685,325,1707,348
90,91,1690,2039,1722,2075
91,92,1691,2752,1709,2773
92,93,1702,1411,1730,1440
93,94,1710,2606,1733,2638
94,95,1713,1142,1737,1164
95,96,1715,703,1740,729
96,97,1719,1721,1745,1750
97,98,1722,811,1746,836
98,99,1728,2506,1751,2536
99,100,1735,1939,1765,1972
100,101,1743,376,1770,408
101,102,1743,601,1777,630
102,103,1751,2391,1781,2420
103,104,1757,990,1787,1021
104,105,1780,823,1805,847
105,106,1785,1767,1812,1795
106,107,1796,1409,1820,1433
107,108,1801,1955,1825,1979
108,109,1807,1539,1842,1574
109,110,1815,1155,1837,1182
110,111,1820,2169,1842,2193
111,112,1821,714,1844,736
112,113,1841,2110,1866,2137
113,114,1841,2373,1869,2406
114,115,1875,1034,1900,1061
115,116,1892,1498,1911,1519
116,117,1900,1687,1919,1710
117,118,1907,2098,1932,2125
118,119,1908,1215,1932,1243
119,120,1910,2047,1940,2074
120,121,1916,1775,1938,1800
121,122,1918,1844,1941,1867
122,123,1935,1942,1963,1974
123,124,1945,1551,1969,1574
