,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1006,1606,1027,1631
1,2,1031,1467,1051,1488
2,3,1032,1281,1048,1301
3,4,1055,1931,1085,1962
4,5,1065,1784,1086,1804
5,6,1069,2201,1085,2220
6,7,1073,2084,1100,2115
7,8,1084,1312,1104,1332
8,9,1093,2012,1112,2030
9,10,1096,1027,1121,1051
10,11,1121,1349,1140,1371
11,12,1127,2433,1156,2473
12,13,1147,1595,1166,1614
13,14,1168,2467,1194,2494
14,15,1171,1690,1193,1716
15,16,1176,1500,1204,1528
16,17,1187,2631,1214,2662
17,18,1199,1234,1228,1268
18,19,1204,2095,1232,2125
19,20,1206,1112,1228,1138
20,21,1223,1985,1248,2014
21,22,1250,865,1274,886
22,23,1256,748,1281,773
23,24,1259,1199,1283,1223
24,25,1266,2494,1295,2531
25,26,1274,548,1294,572
26,27,1281,1808,1305,1829
27,28,1284,2663,1307,2690
28,29,1287,676,1312,699
29,30,1304,893,1331,918
30,31,1306,1592,1332,1619
31,32,1319,2152,1347,2181
32,33,1324,1311,1347,1342
33,34,1328,1047,1350,1071
34,35,1330,2838,1352,2858
35,36,1336,1918,1363,1940
36,37,1338,2362,1361,2387
37,38,1347,829,1366,846
38,39,1348,2637,1375,2669
39,40,1349,1979,1376,2007
40,41,1366,609,1386,630
41,42,1380,1545,1406,1579
42,43,1389,554,1408,572
43,44,1401,1922,1424,1945
44,45,1402,1334,1429,1367
45,46,1403,2276,1434,2308
46,47,1404,1259,1421,1278
47,48,1411,2055,1428,2080
48,49,1416,1066,1431,1086
49,50,1426,1703,1450,1726
50,51,1438,452,1455,471
51,52,1438,2769,1455,2789
52,53,1443,1765,1464,1787
53,54,1454,2919,1480,2947
54,55,1457,1234,1482,1257
55,56,1467,2039,1494,2065
56,57,1472,2225,1490,2245
57,58,1478,2822,1507,2858
58,59,1488,1439,1507,1458
59,60,1505,2640,1526,2662
60,61,1506,2915,1542,2951
61,62,1507,1893,1527,1921
62,63,1515,1197,1538,1221
63,64,1547,2876,1572,2904
64,65,1548,2063,1572,2092
65,66,1565,1360,1592,1391
66,67,1572,1591,1598,1619
67,68,1572,1757,1594,1780
68,69,1589,2813,1609,2838
69,70,1604,2485,1629,2516
70,71,1614,1952,1641,1981
71,72,1618,2754,1637,2776
72,73,1622,602,1638,621
73,74,1633,1446,1652,1468
74,75,1635,1279,1658,1310
75,76,1644,1510,1662,1527
76,77,1646,1221,1665,1242
77,78,1649,1591,1673,1620
78,79,1649,2690,1674,2719
79,80,1662,2526,1685,2547
80,81,1669,2337,1700,2372
81,82,1674,972,1700,1006
82,83,1676,2254,1698,2281
83,84,1685,327,1706,347
84,85,1691,2039,1722,2071
85,86,1692,2752,1709,2768
86,87,1703,1413,1728,1439
87,88,1712,2607,1732,2637
88,89,1714,1142,1734,1163
89,90,1716,704,1738,727
90,91,1720,1723,1743,1747
91,92,1723,812,1746,835
92,93,1729,2506,1750,2535
93,94,1736,1939,1764,1972
94,95,1744,379,1767,407
95,96,1744,602,1772,631
96,97,1751,2391,1779,2420
97,98,1762,989,1786,1020
98,99,1770,2309,1786,2329
99,100,1781,823,1803,846
100,101,1786,1767,1811,1793
101,102,1797,1410,1819,1432
102,103,1803,1957,1820,1976
103,104,1808,1540,1837,1574
104,105,1819,1156,1835,1181
105,106,1821,715,1842,736
106,107,1821,2174,1839,2190
107,108,1842,2111,1865,2133
108,109,1842,2373,1867,2400
109,110,1848,815,1867,835
110,111,1876,1041,1898,1060
111,112,1892,1500,1910,1518
112,113,1900,1687,1918,1707
113,114,1908,1217,1929,1240
114,115,1908,2098,1929,2124
115,116,1911,2047,1938,2074
116,117,1917,1777,1937,1798
117,118,1919,1845,1941,1867
118,119,1936,1940,1962,1972
119,120,1946,1554,1969,1574
