,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1004,1605,1030,1635
1,2,1030,1466,1053,1490
2,3,1052,1928,1086,1964
3,4,1065,1782,1088,1805
4,5,1068,2198,1087,2222
5,6,1071,2083,1103,2118
6,7,1083,1310,1106,1335
7,8,1092,2009,1114,2034
8,9,1094,1021,1123,1054
9,10,1105,1484,1122,1504
10,11,1119,1347,1143,1373
11,12,1121,2432,1157,2474
12,13,1128,2204,1146,2222
13,14,1145,1591,1169,1616
14,15,1167,2465,1195,2497
15,16,1170,1687,1197,1718
16,17,1172,2570,1192,2589
17,18,1173,1499,1206,1531
18,19,1183,2629,1216,2666
19,20,1193,1404,1212,1425
20,21,1197,1232,1230,1269
21,22,1203,1110,1230,1141
22,23,1203,2094,1235,2129
23,24,1210,2523,1231,2546
24,25,1215,1486,1236,1507
25,26,1219,1978,1252,2016
26,27,1247,858,1277,889
27,28,1255,745,1283,774
28,29,1257,1196,1286,1228
29,30,1264,2493,1297,2534
30,31,1271,2231,1289,2247
31,32,1278,2428,1297,2449
32,33,1279,1799,1307,1832
33,34,1281,2661,1310,2692
34,35,1285,673,1316,701
35,36,1294,1548,1310,1570
36,37,1301,885,1333,924
37,38,1301,1763,1317,1780
38,39,1304,818,1322,835
39,40,1305,1591,1336,1620
40,41,1317,2148,1348,2185
41,42,1318,1138,1345,1163
42,43,1323,1309,1348,1343
43,44,1326,1046,1353,1074
44,45,1335,1907,1366,1941
45,46,1337,2361,1364,2391
46,47,1339,546,1358,564
47,48,1345,826,1368,847
48,49,1346,2636,1377,2673
49,50,1348,1977,1379,2013
50,51,1363,603,1388,641
51,52,1365,934,1386,956
52,53,1368,1481,1390,1506
53,54,1378,1544,1409,1582
54,55,1387,548,1411,574
55,56,1400,1333,1431,1372
56,57,1400,1915,1427,1951
57,58,1400,2271,1437,2312
58,59,1402,1872,1420,1896
59,60,1403,1256,1422,1281
60,61,1410,2054,1430,2081
61,62,1415,1063,1433,1089
62,63,1418,2673,1440,2695
63,64,1420,1697,1454,1730
64,65,1436,449,1458,474
65,66,1436,2765,1458,2792
66,67,1442,1762,1467,1794
67,68,1451,2918,1481,2949
68,69,1456,1230,1483,1259
69,70,1456,2565,1474,2588
70,71,1465,2037,1496,2068
71,72,1470,2222,1492,2248
72,73,1475,1986,1492,2006
73,74,1476,2821,1509,2858
74,75,1487,1437,1508,1462
75,76,1493,1639,1509,1659
76,77,1505,2914,1544,2953
77,78,1514,1195,1541,1224
78,79,1521,1074,1540,1094
79,80,1522,1834,1538,1853
80,81,1528,2775,1544,2792
81,82,1543,2061,1575,2098
82,83,1546,2874,1576,2904
83,84,1551,2016,1566,2035
84,85,1563,1359,1594,1395
85,86,1569,1589,1599,1622
86,87,1571,1755,1596,1782
87,88,1571,2690,1592,2721
88,89,1587,2811,1613,2840
89,90,1602,2482,1633,2518
90,91,1606,2278,1623,2297
91,92,1612,1946,1643,1986
92,93,1616,2747,1643,2779
93,94,1631,1277,1665,1313
94,95,1632,1445,1654,1469
95,96,1638,209,1659,230
96,97,1642,1505,1665,1530
97,98,1645,1219,1669,1245
98,99,1646,1587,1675,1625
99,100,1647,2689,1678,2723
100,101,1659,2523,1686,2549
101,102,1664,1770,1681,1793
102,103,1668,2336,1702,2373
103,104,1674,2252,1701,2284
104,105,1675,920,1691,940
105,106,1684,323,1708,349
106,107,1689,2038,1723,2076
107,108,1690,2751,1711,2775
108,109,1702,1410,1730,1440
109,110,1713,1141,1737,1165
110,111,1714,702,1742,730
111,112,1719,1720,1746,1750
112,113,1722,810,1746,837
113,114,1734,1938,1766,1975
114,115,1742,374,1771,408
115,116,1751,2389,1782,2422
116,117,1756,989,1788,1022
117,118,1779,821,1806,848
118,119,1785,1766,1813,1795
119,120,1795,1408,1821,1434
120,121,1797,2515,1814,2536
121,122,1801,1951,1826,1980
122,123,1820,2167,1843,2194
123,124,1827,926,1844,945
124,125,1841,2109,1867,2137
125,126,1847,814,1870,837
126,127,1891,1497,1912,1520
127,128,1899,1686,1920,1710
128,129,1906,2097,1933,2126
129,130,1907,1213,1933,1244
130,131,1909,2279,1925,2296
131,132,1910,2045,1942,2076
132,133,1915,1774,1938,1801
133,134,1917,1843,1943,1868
134,135,1923,1459,1941,1479
135,136,1935,1938,1969,1975
