,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1006,1608,1028,1632
1,2,1030,1282,1048,1306
2,3,1031,1467,1051,1489
3,4,1054,1931,1084,1963
4,5,1066,1784,1086,1805
5,6,1069,2201,1084,2221
6,7,1076,2084,1099,2115
7,8,1084,1313,1104,1334
8,9,1092,2011,1112,2033
9,10,1096,1027,1121,1053
10,11,1121,1350,1140,1373
11,12,1128,2434,1156,2474
12,13,1148,1594,1165,1615
13,14,1168,2469,1194,2496
14,15,1172,1692,1194,1716
15,16,1177,1501,1204,1530
16,17,1187,2631,1215,2665
17,18,1199,1235,1228,1269
18,19,1204,2096,1231,2126
19,20,1205,1112,1229,1138
20,21,1212,2526,1229,2544
21,22,1216,1487,1234,1506
22,23,1224,1980,1248,2015
23,24,1250,864,1275,886
24,25,1258,750,1282,771
25,26,1259,1199,1283,1227
26,27,1266,2495,1295,2532
27,28,1275,548,1295,573
28,29,1285,2664,1307,2690
29,30,1288,1808,1306,1830
30,31,1290,676,1313,699
31,32,1305,887,1331,920
32,33,1306,1596,1333,1618
33,34,1318,2153,1346,2182
34,35,1325,1319,1340,1341
35,36,1329,1047,1352,1073
36,37,1333,2831,1355,2860
37,38,1336,1919,1361,1939
38,39,1338,2362,1362,2387
39,40,1346,828,1366,846
40,41,1349,1979,1377,2008
41,42,1350,2638,1375,2671
42,43,1366,611,1386,634
43,44,1370,1484,1389,1505
44,45,1381,1546,1406,1580
45,46,1388,553,1408,572
46,47,1402,1334,1430,1371
47,48,1402,1922,1425,1948
48,49,1404,1258,1421,1280
49,50,1405,2275,1435,2309
50,51,1411,2056,1429,2080
51,52,1426,1701,1451,1726
52,53,1438,452,1455,471
53,54,1444,1767,1465,1792
54,55,1455,2920,1480,2947
55,56,1457,1233,1482,1258
56,57,1467,2039,1494,2067
57,58,1472,2225,1491,2247
58,59,1475,1844,1494,1862
59,60,1482,2824,1507,2858
60,61,1488,1439,1507,1460
61,62,1505,2641,1528,2658
62,63,1506,2916,1543,2951
63,64,1507,1894,1528,1921
64,65,1516,1197,1538,1222
65,66,1548,2876,1571,2903
66,67,1549,2063,1573,2096
67,68,1565,1360,1592,1393
68,69,1572,1591,1598,1620
69,70,1572,1758,1594,1780
70,71,1604,2487,1629,2515
71,72,1613,543,1635,569
72,73,1614,1953,1642,1985
73,74,1618,2752,1640,2779
74,75,1633,1279,1659,1312
75,76,1633,1447,1652,1468
76,77,1643,1508,1663,1529
77,78,1646,1221,1667,1245
78,79,1649,1592,1673,1621
79,80,1649,2691,1674,2721
80,81,1661,2526,1685,2547
81,82,1670,2338,1700,2372
82,83,1674,973,1701,1010
83,84,1676,2254,1698,2281
84,85,1686,328,1707,348
85,86,1692,2040,1721,2072
86,87,1693,2752,1708,2772
87,88,1703,1413,1729,1439
88,89,1713,2607,1733,2637
89,90,1714,1144,1735,1164
90,91,1716,704,1739,729
91,92,1720,1723,1744,1749
92,93,1723,812,1745,836
93,94,1729,2506,1750,2537
94,95,1736,1940,1762,1972
95,96,1744,601,1772,631
96,97,1747,376,1766,408
97,98,1753,2391,1780,2420
98,99,1762,991,1786,1022
99,100,1781,824,1802,845
100,101,1787,1768,1811,1794
101,102,1796,1410,1819,1433
102,103,1804,1959,1819,1978
103,104,1808,1541,1837,1574
104,105,1819,1156,1835,1182
105,106,1821,2008,1840,2027
106,107,1822,714,1842,737
107,108,1822,2171,1840,2192
108,109,1842,2374,1868,2405
109,110,1843,2111,1865,2136
110,111,1876,1036,1899,1060
111,112,1892,1499,1910,1519
112,113,1901,1688,1917,1708
113,114,1907,932,1925,962
114,115,1908,2099,1931,2124
115,116,1909,1216,1931,1242
116,117,1911,2047,1937,2074
117,118,1916,1777,1937,1799
118,119,1919,1845,1940,1867
119,120,1936,1944,1961,1973
120,121,1947,1551,1968,1573
