,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1031,1281,1048,1304
1,2,1031,1467,1052,1488
2,3,1054,1929,1085,1963
3,4,1075,2084,1098,2115
4,5,1092,2011,1112,2032
5,6,1094,1022,1122,1053
6,7,1120,1348,1140,1372
7,8,1126,2442,1153,2473
8,9,1168,2466,1194,2496
9,10,1175,1500,1204,1528
10,11,1187,1221,1207,1253
11,12,1188,2630,1214,2663
12,13,1199,1235,1227,1263
13,14,1204,2095,1233,2125
14,15,1208,1111,1229,1138
15,16,1252,860,1276,885
16,17,1256,2495,1294,2509
17,18,1259,1199,1282,1216
18,19,1281,1801,1306,1825
19,20,1287,675,1314,700
20,21,1302,886,1332,919
21,22,1305,1592,1334,1613
22,23,1318,2151,1347,2180
23,24,1328,1047,1352,1072
24,25,1335,1908,1365,1940
25,26,1336,2837,1354,2858
26,27,1348,2638,1375,2665
27,28,1349,1978,1377,2008
28,29,1380,1545,1408,1576
29,30,1388,554,1409,572
30,31,1401,1918,1425,1946
31,32,1402,1334,1429,1356
32,33,1411,2055,1428,2080
33,34,1416,2274,1435,2308
34,35,1421,1700,1452,1725
35,36,1437,451,1457,472
36,37,1443,1765,1465,1785
37,38,1455,2920,1480,2947
38,39,1456,1232,1482,1257
39,40,1478,2823,1508,2857
40,41,1505,2915,1542,2946
41,42,1515,1197,1539,1220
42,43,1547,2875,1572,2903
43,44,1565,1359,1592,1378
44,45,1572,1591,1597,1618
45,46,1589,2813,1610,2837
46,47,1613,544,1633,569
47,48,1617,2753,1640,2778
48,49,1633,1446,1652,1468
49,50,1634,1279,1659,1311
50,51,1640,210,1656,228
51,52,1645,1221,1667,1241
52,53,1670,2337,1700,2372
53,54,1675,2254,1699,2272
54,55,1702,1411,1729,1439
55,56,1714,1143,1735,1162
56,57,1720,1721,1744,1744
57,58,1751,2391,1780,2416
58,59,1796,1409,1819,1432
59,60,1808,1538,1829,1572
60,61,1815,1156,1834,1177
61,62,1855,2373,1867,2402
62,63,1911,2047,1936,2068
63,64,1917,1776,1937,1799
