,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1029,1466,1053,1490
1,2,1065,1782,1088,1804
2,3,1068,2198,1087,2221
3,4,1071,2083,1102,2117
4,5,1083,1310,1106,1335
5,6,1092,2009,1114,2033
6,7,1119,1347,1142,1373
7,8,1121,2432,1157,2474
8,9,1144,1591,1169,1615
9,10,1167,2464,1194,2496
10,11,1171,1687,1196,1717
11,12,1172,2570,1193,2587
12,13,1173,1499,1206,1530
13,14,1183,2629,1216,2666
14,15,1197,1233,1230,1269
15,16,1204,1110,1230,1141
16,17,1204,2094,1234,2129
17,18,1211,2523,1231,2545
18,19,1214,1486,1236,1506
19,20,1218,1977,1250,2014
20,21,1247,858,1276,888
21,22,1257,1197,1286,1227
22,23,1264,2493,1297,2532
23,24,1279,1799,1306,1832
24,25,1279,1924,1293,1944
25,26,1279,2662,1309,2691
26,27,1284,674,1315,703
27,28,1303,818,1323,837
28,29,1317,1138,1345,1163
29,30,1317,2147,1348,2184
30,31,1326,1046,1353,1073
31,32,1335,1907,1366,1940
32,33,1336,2361,1363,2393
33,34,1345,826,1368,848
34,35,1365,933,1386,957
35,36,1367,1481,1390,1506
36,37,1378,1544,1408,1583
37,38,1387,548,1410,572
38,39,1399,2271,1437,2311
39,40,1400,1334,1431,1372
40,41,1402,1871,1420,1894
41,42,1403,1256,1422,1281
42,43,1418,2673,1440,2695
43,44,1436,2765,1458,2793
44,45,1441,1762,1466,1792
45,46,1456,1230,1483,1259
46,47,1465,2038,1495,2068
47,48,1470,2222,1492,2248
48,49,1476,2820,1509,2857
49,50,1487,1437,1508,1462
50,51,1503,2633,1530,2663
51,52,1504,2914,1544,2952
52,53,1513,1195,1540,1224
53,54,1520,1074,1540,1093
54,55,1546,2874,1573,2903
55,56,1550,2016,1566,2035
56,57,1564,1358,1594,1393
57,58,1568,1589,1599,1622
58,59,1571,1755,1596,1781
59,60,1587,2812,1612,2840
60,61,1602,2482,1632,2517
61,62,1606,2276,1623,2297
62,63,1616,2745,1641,2778
63,64,1632,1445,1654,1468
64,65,1642,1506,1665,1529
65,66,1645,1219,1669,1245
66,67,1647,2689,1677,2721
67,68,1659,2524,1686,2550
68,69,1662,1770,1682,1793
69,70,1667,2336,1702,2372
70,71,1675,920,1690,940
71,72,1675,2252,1701,2283
72,73,1684,323,1708,348
73,74,1687,2169,1703,2188
74,75,1689,2038,1723,2075
75,76,1702,1410,1730,1440
76,77,1710,2604,1736,2638
77,78,1713,1141,1737,1164
78,79,1714,702,1741,729
79,80,1719,1720,1745,1749
80,81,1722,810,1746,836
81,82,1725,2505,1753,2538
82,83,1735,1938,1765,1973
83,84,1750,2389,1782,2421
84,85,1779,822,1805,848
85,86,1785,1766,1812,1795
86,87,1795,1408,1821,1433
87,88,1797,2515,1814,2536
88,89,1800,1951,1826,1978
89,90,1807,1537,1842,1574
90,91,1819,2167,1843,2194
91,92,1820,713,1845,737
92,93,1826,926,1844,945
93,94,1840,2109,1866,2137
94,95,1841,2371,1870,2406
95,96,1892,1497,1912,1520
96,97,1899,1686,1920,1709
97,98,1906,2097,1933,2125
98,99,1908,1213,1933,1243
99,100,1910,2046,1941,2075
100,101,1916,1774,1938,1802
101,102,1918,1843,1942,1868
102,103,1922,1459,1941,1478
103,104,1935,1938,1969,1974
