,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1029,1466,1053,1491
1,2,1065,1781,1089,1804
2,3,1068,2198,1087,2221
3,4,1071,2084,1101,2118
4,5,1083,1309,1106,1334
5,6,1092,2009,1114,2033
6,7,1119,1348,1142,1373
7,8,1121,2432,1157,2474
8,9,1128,2203,1147,2225
9,10,1137,1932,1155,1950
10,11,1144,1591,1169,1617
11,12,1171,1687,1197,1717
12,13,1173,2571,1192,2589
13,14,1183,2629,1217,2666
14,15,1197,1233,1231,1268
15,16,1203,1110,1230,1142
16,17,1211,2523,1231,2546
17,18,1215,1486,1236,1506
18,19,1219,1978,1250,2016
19,20,1232,1027,1249,1048
20,21,1246,858,1276,889
21,22,1256,1196,1287,1227
22,23,1264,2493,1296,2533
23,24,1271,2230,1289,2248
24,25,1279,2662,1310,2693
25,26,1294,1548,1310,1570
26,27,1303,817,1323,836
27,28,1305,1590,1336,1622
28,29,1326,1045,1354,1074
29,30,1337,2361,1364,2398
30,31,1345,826,1368,849
31,32,1379,1543,1408,1584
32,33,1383,547,1411,573
33,34,1401,1333,1431,1371
34,35,1403,1256,1422,1281
35,36,1418,2672,1441,2696
36,37,1436,2765,1458,2793
37,38,1441,1762,1466,1793
38,39,1456,1230,1483,1260
39,40,1465,2037,1495,2068
40,41,1470,2222,1492,2248
41,42,1476,2818,1509,2857
42,43,1486,1436,1507,1464
43,44,1505,2914,1545,2952
44,45,1513,1195,1541,1225
45,46,1520,1072,1541,1094
46,47,1527,2775,1545,2792
47,48,1546,2874,1574,2904
48,49,1551,2015,1566,2034
49,50,1564,1358,1593,1397
50,51,1569,1589,1599,1623
51,52,1571,1755,1596,1782
52,53,1588,2812,1613,2840
53,54,1602,2482,1632,2519
54,55,1603,1901,1620,1924
55,56,1606,2276,1624,2297
56,57,1612,1945,1643,1986
57,58,1616,2747,1642,2778
58,59,1642,1506,1665,1530
59,60,1645,1219,1669,1245
60,61,1646,1586,1675,1626
61,62,1648,2690,1676,2721
62,63,1659,2524,1686,2549
63,64,1674,2251,1701,2284
64,65,1675,921,1690,940
65,66,1683,323,1708,349
66,67,1702,1411,1731,1440
67,68,1714,702,1742,729
68,69,1714,1140,1737,1165
69,70,1719,1720,1746,1749
70,71,1721,810,1746,837
71,72,1735,1938,1766,1975
72,73,1743,374,1771,407
73,74,1750,2389,1782,2421
74,75,1780,822,1805,848
75,76,1785,1766,1813,1795
76,77,1796,1408,1821,1434
77,78,1796,2515,1815,2536
78,79,1800,1951,1827,1980
79,80,1818,2167,1844,2193
80,81,1827,926,1844,946
81,82,1840,2109,1866,2137
82,83,1867,1790,1884,1811
83,84,1891,1497,1913,1520
84,85,1899,1686,1921,1710
85,86,1907,2097,1934,2125
86,87,1908,1213,1933,1243
87,88,1911,2045,1941,2075
88,89,1916,1774,1938,1801
89,90,1918,1843,1942,1868
