,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1004,1605,1029,1634
1,2,1024,1279,1049,1306
2,3,1030,1466,1053,1491
3,4,1053,1929,1086,1964
4,5,1065,1782,1088,1804
5,6,1068,2199,1087,2221
6,7,1071,2084,1101,2117
7,8,1083,1310,1106,1335
8,9,1092,2010,1113,2033
9,10,1094,1021,1123,1054
10,11,1105,1483,1123,1504
11,12,1116,1661,1135,1676
12,13,1119,1348,1142,1373
13,14,1122,2432,1157,2474
14,15,1128,2204,1146,2223
15,16,1145,1592,1169,1616
16,17,1167,2466,1194,2496
17,18,1171,1688,1196,1718
18,19,1173,2571,1192,2589
19,20,1174,1499,1206,1531
20,21,1183,2630,1216,2666
21,22,1194,1404,1212,1425
22,23,1197,1234,1230,1269
23,24,1204,1111,1230,1141
24,25,1204,2095,1234,2130
25,26,1211,2523,1231,2546
26,27,1215,1487,1236,1506
27,28,1220,1978,1251,2016
28,29,1247,858,1276,889
29,30,1255,746,1283,776
30,31,1257,1197,1286,1228
31,32,1264,2494,1297,2534
32,33,1280,1800,1307,1833
33,34,1280,2662,1309,2693
34,35,1285,674,1315,704
35,36,1294,1549,1310,1571
36,37,1300,886,1333,923
37,38,1301,1762,1317,1780
38,39,1304,818,1322,835
39,40,1305,1591,1335,1627
40,41,1313,2097,1329,2119
41,42,1317,2149,1348,2184
42,43,1318,1138,1345,1163
43,44,1323,1309,1348,1344
44,45,1326,2830,1357,2865
45,46,1327,1046,1353,1074
46,47,1335,1908,1365,1941
47,48,1337,2361,1363,2396
48,49,1344,2637,1376,2673
49,50,1345,826,1368,848
50,51,1348,1977,1378,2013
51,52,1363,603,1388,640
52,53,1365,934,1385,956
53,54,1368,1482,1390,1506
54,55,1379,1545,1408,1583
55,56,1387,548,1410,573
56,57,1400,2272,1437,2312
57,58,1401,1334,1431,1371
58,59,1401,1916,1427,1951
59,60,1402,1872,1420,1896
60,61,1403,1256,1422,1281
61,62,1410,2054,1430,2081
62,63,1414,1063,1433,1089
63,64,1419,2673,1441,2696
64,65,1421,1698,1454,1731
65,66,1436,450,1458,473
66,67,1436,2766,1458,2793
67,68,1441,1763,1466,1794
68,69,1449,2918,1481,2949
69,70,1455,869,1482,892
70,71,1456,1232,1483,1260
71,72,1456,2566,1474,2588
72,73,1466,2037,1495,2068
73,74,1468,2338,1487,2354
74,75,1470,2223,1492,2248
75,76,1476,1986,1492,2005
76,77,1476,2820,1509,2859
77,78,1487,1437,1508,1464
78,79,1493,1639,1509,1660
79,80,1503,2633,1530,2670
80,81,1505,2915,1544,2953
81,82,1506,1887,1529,1924
82,83,1514,1195,1540,1225
83,84,1520,1074,1540,1094
84,85,1522,1834,1537,1853
85,86,1528,2775,1544,2792
86,87,1544,2062,1574,2098
87,88,1546,2874,1574,2905
88,89,1551,2016,1566,2035
89,90,1564,1359,1594,1395
90,91,1568,1589,1599,1622
91,92,1571,1756,1596,1782
92,93,1571,2690,1592,2721
93,94,1580,831,1602,857
94,95,1588,2812,1612,2841
95,96,1601,2155,1621,2173
96,97,1602,2483,1633,2519
97,98,1604,1904,1620,1923
98,99,1607,2278,1623,2298
99,100,1612,543,1636,569
100,101,1613,1947,1643,1985
101,102,1616,2749,1641,2779
102,103,1632,1278,1661,1314
103,104,1632,1446,1654,1469
104,105,1640,209,1658,229
105,106,1643,1506,1665,1529
106,107,1645,1219,1669,1245
107,108,1647,1588,1674,1625
108,109,1647,2690,1677,2723
109,110,1660,2525,1686,2550
110,111,1662,1771,1681,1793
111,112,1667,2336,1702,2373
112,113,1672,971,1707,1011
113,114,1675,922,1690,940
114,115,1675,2252,1701,2284
115,116,1684,324,1708,349
116,117,1690,2038,1722,2076
117,118,1691,2752,1711,2775
118,119,1694,483,1712,498
119,120,1702,1411,1730,1441
120,121,1710,2605,1736,2638
121,122,1714,1142,1736,1165
122,123,1715,703,1742,729
123,124,1719,1721,1745,1750
124,125,1722,811,1746,837
125,126,1723,1301,1742,1323
126,127,1735,1938,1765,1974
127,128,1742,600,1777,633
128,129,1744,377,1770,409
129,130,1751,2389,1782,2424
130,131,1755,990,1788,1022
131,132,1780,822,1805,848
132,133,1785,1766,1812,1796
133,134,1796,1409,1821,1434
134,135,1797,2516,1814,2536
135,136,1801,1952,1826,1979
136,137,1807,1538,1841,1575
137,138,1812,1155,1842,1189
138,139,1819,2167,1843,2195
139,140,1821,713,1846,738
140,141,1828,927,1844,946
141,142,1841,2110,1866,2137
142,143,1841,2372,1870,2406
143,144,1875,1035,1900,1061
144,145,1892,1498,1912,1520
145,146,1900,1687,1920,1710
146,147,1906,2097,1933,2126
147,148,1908,1214,1933,1244
148,149,1909,2278,1925,2296
149,150,1911,2047,1940,2076
150,151,1916,1775,1938,1801
151,152,1918,1844,1942,1868
152,153,1935,1939,1969,1975
153,154,1945,1541,1972,1575
