,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,1029,1465,1053,1491
1,2,1064,1781,1089,1805
2,3,1067,2197,1087,2221
3,4,1082,1309,1106,1336
4,5,1092,2009,1114,2034
5,6,1119,1347,1142,1373
6,7,1128,2203,1147,2224
7,8,1137,1932,1155,1950
8,9,1144,1591,1169,1616
9,10,1170,1686,1197,1717
10,11,1172,1498,1207,1532
11,12,1172,2570,1193,2589
12,13,1182,2629,1217,2667
13,14,1194,1404,1212,1426
14,15,1211,2522,1232,2546
15,16,1213,1486,1237,1507
16,17,1256,1197,1287,1228
17,18,1271,2230,1289,2247
18,19,1279,1924,1293,1943
19,20,1293,1547,1310,1571
20,21,1303,818,1322,836
21,22,1326,1045,1353,1074
22,23,1344,826,1368,849
23,24,1364,933,1387,956
24,25,1400,1333,1432,1372
25,26,1402,1871,1421,1896
26,27,1403,1256,1422,1281
27,28,1410,2052,1430,2081
28,29,1414,1062,1433,1089
29,30,1417,2671,1441,2696
30,31,1435,2765,1458,2794
31,32,1441,1761,1466,1794
32,33,1455,2565,1474,2589
33,34,1465,2037,1496,2068
34,35,1467,2338,1486,2356
35,36,1469,2221,1492,2249
36,37,1475,1985,1492,2007
37,38,1475,2817,1510,2860
38,39,1486,1435,1507,1464
39,40,1492,1638,1509,1660
40,41,1513,1195,1541,1225
41,42,1520,1072,1540,1094
42,43,1521,1833,1537,1853
43,44,1546,2873,1575,2905
44,45,1550,2015,1566,2035
45,46,1567,1588,1599,1624
46,47,1571,1755,1596,1783
47,48,1602,2481,1633,2520
48,49,1603,1902,1620,1924
49,50,1606,2275,1623,2297
50,51,1631,1445,1654,1468
51,52,1642,1506,1665,1530
52,53,1644,1218,1669,1245
53,54,1659,2523,1686,2551
54,55,1675,920,1691,940
55,56,1683,322,1709,350
56,57,1687,2169,1703,2188
57,58,1702,1410,1731,1442
58,59,1713,1140,1737,1165
59,60,1714,702,1742,729
60,61,1719,1720,1746,1750
61,62,1721,810,1746,837
62,63,1734,1937,1766,1978
63,64,1779,822,1806,849
64,65,1795,1408,1821,1434
65,66,1796,2515,1815,2536
66,67,1826,926,1844,946
67,68,1840,2109,1866,2137
68,69,1860,1790,1885,1810
69,70,1891,1497,1913,1520
70,71,1899,1686,1921,1710
71,72,1906,2097,1933,2125
72,73,1908,2277,1925,2296
73,74,1910,2045,1940,2075
74,75,1916,1774,1938,1802
75,76,1917,1843,1942,1868
76,77,1922,1459,1941,1478
