,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,0,966,19,987
1,2,0,991,34,1024
2,3,101,784,140,827
3,4,103,817,170,860
4,5,113,970,131,994
5,6,115,995,153,1020
6,7,130,954,147,999
7,8,131,852,152,879
8,9,152,994,171,1024
9,10,155,899,229,958
10,11,159,436,177,470
11,12,164,990,201,1024
12,13,170,441,188,471
13,14,270,997,317,1024
14,15,275,869,333,939
15,16,297,925,349,976
16,17,303,977,325,996
17,18,327,966,348,988
18,19,345,973,391,1023
19,20,384,908,423,971
20,21,421,896,451,948
21,22,423,994,489,1024
22,23,447,809,471,829
23,24,473,969,521,1024
24,25,506,637,522,669
25,26,515,1002,548,1024
26,27,544,823,573,843
27,28,631,931,664,968
28,29,647,1005,670,1024
29,30,650,915,679,946
30,31,651,493,670,524
31,32,655,950,674,1001
32,33,675,969,695,995
33,34,700,977,746,1024
34,35,725,980,744,999
35,36,737,1000,779,1024
36,37,746,966,777,999
37,38,774,947,791,970
38,39,779,962,823,991
39,40,781,1007,799,1024
40,41,785,986,836,1024
41,42,824,957,869,1024
42,43,826,1011,846,1024
43,44,832,843,885,896
44,45,848,899,889,945
45,46,859,942,908,976
46,47,864,997,888,1024
47,48,869,974,905,1000
48,49,879,883,932,940
49,50,889,987,911,1019
50,51,891,874,908,899
51,52,899,930,945,994
52,53,906,993,955,1021
53,54,907,809,976,867
54,55,918,857,989,907
55,56,941,715,959,745
56,57,947,966,974,994
57,58,958,950,1010,1024
58,59,993,648,1024,719
59,60,995,938,1024,985
60,61,999,985,1024,1018
61,62,1006,766,1024,861
