,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,0,137,66,210
1,2,0,672,18,710
2,3,5,577,27,605
3,4,87,170,140,212
4,5,122,96,156,121
5,6,127,0,153,31
6,7,150,0,190,35
7,8,158,201,200,236
8,9,164,27,198,60
9,10,171,308,195,333
10,11,184,731,222,768
11,12,189,73,218,94
12,13,198,87,222,117
13,14,217,317,241,354
14,15,220,76,244,99
15,16,239,0,280,29
16,17,239,87,263,121
17,18,251,113,276,143
18,19,274,831,295,865
19,20,335,196,372,222
20,21,344,172,370,200
21,22,367,595,398,623
22,23,374,171,399,199
23,24,438,224,460,243
24,25,447,29,492,80
25,26,549,968,576,1000
26,27,558,127,580,147
27,28,580,498,600,513
28,29,609,265,633,283
29,30,652,745,671,766
30,31,683,595,704,612
31,32,752,703,767,724
32,33,817,914,839,930
