,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,398,741,417,774
1,2,777,969,817,1023
2,3,815,960,884,1018
3,4,820,540,897,598
4,5,821,904,879,957
5,6,823,694,871,749
6,7,835,740,882,769
7,8,841,360,863,384
8,9,843,784,875,801
9,10,848,852,904,886
10,11,851,943,885,973
11,12,859,862,914,923
12,13,861,784,914,822
13,14,865,689,903,744
14,15,865,1006,907,1024
15,16,867,760,894,795
16,17,872,630,907,663
17,18,878,676,908,703
18,19,886,960,946,1011
19,20,896,307,923,329
20,21,903,866,951,923
21,22,906,833,920,867
22,23,907,337,932,356
23,24,910,396,953,446
24,25,915,315,933,337
25,26,915,708,963,769
26,27,917,962,940,979
27,28,918,649,972,710
28,29,919,805,940,832
29,30,923,442,961,472
30,31,924,635,951,663
31,32,924,833,972,902
32,33,925,763,1003,819
33,34,932,562,951,581
34,35,942,541,1019,616
35,36,943,804,999,836
36,37,948,901,974,926
37,38,949,548,964,576
38,39,949,952,999,992
39,40,959,891,1005,955
40,41,963,446,984,468
41,42,964,829,1013,868
42,43,968,688,980,722
43,44,971,229,1024,287
44,45,975,606,1020,662
45,46,984,645,1024,698
46,47,988,741,1023,773
47,48,990,867,1024,906
48,49,1000,436,1019,462
49,50,1002,521,1024,577
50,51,1003,478,1024,502
51,52,1004,359,1024,387
52,53,1005,587,1024,606
53,54,1006,624,1024,642
