,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,180,794,212,814
1,2,247,509,264,539
2,3,297,984,386,1024
3,4,323,238,348,260
4,5,359,951,397,985
5,6,361,216,395,241
6,7,373,968,431,1010
7,8,381,1001,427,1024
8,9,434,702,471,744
9,10,441,997,479,1024
10,11,445,904,529,949
11,12,458,851,526,897
12,13,460,980,509,1020
13,14,491,921,558,991
14,15,562,157,595,203
15,16,575,472,618,497
16,17,587,969,633,1021
17,18,605,945,643,972
18,19,613,611,651,651
19,20,620,422,649,456
20,21,621,548,639,575
21,22,631,969,659,1011
22,23,635,756,651,779
23,24,658,797,693,823
24,25,659,905,700,964
25,26,669,869,696,905
26,27,680,1011,703,1024
27,28,693,419,719,451
28,29,695,865,727,912
29,30,709,1007,743,1024
30,31,722,424,753,452
31,32,734,711,759,730
32,33,780,923,798,953
33,34,799,969,871,1024
34,35,801,958,834,989
35,36,824,930,852,962
36,37,834,930,886,979
37,38,845,997,898,1024
38,39,850,695,882,733
39,40,875,965,895,993
40,41,877,937,948,966
41,42,882,675,909,712
42,43,884,730,913,762
43,44,892,514,922,566
44,45,903,502,945,537
45,46,911,914,966,945
46,47,914,762,940,791
47,48,942,834,960,859
48,49,970,318,992,347
49,50,992,291,1011,316
50,51,995,329,1024,372
51,52,1001,638,1024,676
