,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,0,804,21,853
1,2,0,854,67,931
2,3,13,847,44,875
3,4,16,821,59,880
4,5,46,861,139,941
5,6,56,922,139,968
6,7,87,784,104,809
7,8,111,973,176,1000
8,9,119,831,153,864
9,10,129,863,144,884
10,11,139,964,197,998
11,12,141,953,163,973
12,13,143,844,177,898
13,14,145,890,167,924
14,15,159,928,199,960
15,16,183,911,199,930
16,17,189,940,245,988
17,18,201,824,240,853
18,19,201,982,231,1000
19,20,205,848,221,879
20,21,210,992,265,1017
21,22,213,1009,253,1024
22,23,219,904,247,925
23,24,241,971,259,990
24,25,295,851,376,903
25,26,317,950,355,972
26,27,338,904,359,924
27,28,341,981,371,1014
28,29,353,925,379,957
29,30,360,961,407,991
30,31,364,981,401,1003
31,32,376,1002,411,1022
32,33,385,887,415,907
33,34,389,912,425,939
34,35,415,957,445,982
35,36,425,931,446,950
36,37,433,885,502,919
37,38,491,950,513,969
38,39,498,882,522,929
39,40,519,926,547,952
40,41,527,916,552,936
41,42,537,968,569,1000
42,43,541,868,566,901
43,44,555,877,587,909
44,45,556,804,618,847
45,46,584,880,624,910
46,47,585,958,610,976
47,48,592,855,611,881
48,49,597,917,612,947
49,50,609,928,630,958
50,51,610,847,647,885
51,52,625,877,647,900
52,53,635,707,668,751
53,54,636,977,653,1008
54,55,641,831,658,856
55,56,642,899,663,921
56,57,649,919,673,936
57,58,663,986,693,1003
58,59,665,709,689,747
59,60,665,897,685,921
60,61,665,936,697,973
61,62,667,775,713,815
62,63,667,813,704,844
63,64,668,863,693,887
64,65,678,749,707,773
65,66,684,837,699,862
66,67,709,901,741,929
67,68,713,805,736,832
68,69,717,838,737,867
69,70,728,644,811,705
70,71,734,814,754,848
71,72,753,711,786,738
72,73,757,901,795,924
73,74,769,803,788,834
74,75,769,955,793,975
75,76,771,773,786,801
76,77,791,705,815,723
77,78,793,842,823,860
78,79,795,781,816,799
79,80,810,877,831,893
80,81,811,668,843,695
81,82,817,705,865,722
82,83,834,784,863,815
83,84,843,675,876,702
84,85,872,668,931,716
85,86,906,789,926,816
86,87,916,658,939,690
87,88,932,678,1000,714
88,89,948,645,994,689
89,90,952,711,974,733
90,91,981,733,1018,761
91,92,984,638,1006,677
92,93,987,762,1006,785
93,94,988,570,1008,596
94,95,991,581,1019,622
95,96,998,634,1015,664
96,97,1005,302,1024,338
97,98,1011,631,1024,655
98,99,1012,750,1024,787
