,label,bbox-0,bbox-1,bbox-2,bbox-3
0,1,94,669,117,690
1,2,245,626,280,664
2,3,255,768,294,808
3,4,258,852,347,935
4,5,347,842,400,925
5,6,365,528,413,593
6,7,375,931,421,981
7,8,396,654,435,710
8,9,397,552,444,601
9,10,403,952,473,1016
10,11,409,696,457,776
11,12,409,918,445,953
12,13,423,986,478,1024
13,14,427,900,501,955
14,15,437,518,462,554
15,16,438,751,542,809
16,17,441,671,487,758
17,18,445,937,480,965
18,19,454,843,472,866
19,20,468,673,503,705
20,21,470,845,514,877
21,22,482,699,527,754
22,23,501,980,537,1024
23,24,505,857,532,906
24,25,508,710,553,772
25,26,537,657,562,673
26,27,546,702,609,767
27,28,549,669,580,708
28,29,551,987,627,1024
29,30,553,951,633,1011
30,31,573,911,603,950
31,32,612,600,646,625
32,33,617,625,644,668
33,34,618,920,651,964
34,35,618,966,679,1024
35,36,639,938,667,970
36,37,645,595,668,620
37,38,657,901,689,956
38,39,662,709,694,755
39,40,683,985,735,1024
40,41,694,968,718,999
41,42,701,891,732,934
42,43,703,621,728,648
43,44,729,851,771,932
44,45,745,624,794,671
45,46,789,647,843,691
46,47,802,921,821,948
47,48,838,383,867,404
48,49,887,985,943,1024
49,50,910,590,928,612
50,51,931,930,947,950
