,Unnamed: 0,label,bbox-0,bbox-1,bbox-2,bbox-3,area,area_bbox,axis_major_length,axis_minor_length,centroid-0,centroid-1,eccentricity,area_convex,perimeter,equivalent_diameter_area,extent,orientation
127,127,128,2083,2914,2115,2943,753.0,928.0,32.252075585279464,29.825041537095927,2098.281540504648,2927.8313413014607,0.3805800646343767,781.0,102.18376618407356,30.96367835360614,0.8114224137931034,-0.1378708234375485
128,128,129,2093,3086,2138,3122,1211.0,1620.0,43.89954234923278,35.27984656372257,2115.450041288192,3103.505367464905,0.5951028763052137,1257.0,132.81118318204307,39.26694651579471,0.7475308641975309,0.1112707600340371
129,129,130,2107,2239,2141,2276,976.0,1258.0,39.13424954881169,31.85897524357728,2123.61987704918,2256.93237704918,0.5807324955874879,1011.0,118.08326112068522,35.25169209643019,0.7758346581875993,1.1089730566547134
130,130,131,2137,3025,2161,3050,474.0,600.0,26.334761670066342,23.009011612348008,2147.7447257383965,3036.962025316456,0.4864425871491595,487.0,79.94112549695427,24.566553364370574,0.79,-1.067681503772187
131,131,132,2145,2606,2189,2656,1568.0,2200.0,54.91771149165742,37.278361873580735,2166.0969387755104,2630.691326530612,0.7343195070465902,1657.0,155.29646455628165,44.68153540496046,0.7127272727272728,1.051168632499597
132,132,133,2147,2545,2183,2578,850.0,1188.0,33.937446802896446,32.33075764605127,2166.2294117647057,2560.6929411764704,0.3040460508780651,887.0,111.1543289325507,32.897623212397704,0.7154882154882155,-0.682179313437217
133,133,134,2153,2758,2206,2820,2115.0,3286.0,63.638207551011845,45.60333074531978,2179.3513002364066,2791.074231678487,0.6974812783456735,2318.0,196.75230867899737,51.893175246027,0.6436396835057822,1.1483211700517348
134,134,135,2163,2941,2189,2974,673.0,858.0,32.874327869903,26.19235514071314,2175.9301634472517,2956.955423476969,0.6043197094429755,703.0,98.18376618407356,29.2726871606753,0.7843822843822844,-1.4777926418955751
135,135,136,2182,2104,2214,2138,780.0,1088.0,32.6415813805544,30.88776077829358,2196.0910256410257,2119.076923076923,0.3233765862729149,805.0,104.5685424949238,31.5139150994196,0.7169117647058824,1.562043805881903
136,136,137,2187,1780,2209,1801,383.0,462.0,23.83231960848596,20.538290728329176,2197.54046997389,1789.9321148825063,0.507276902274048,396.0,71.45584412271572,22.08281561833924,0.829004329004329,0.6102147850925798
137,137,138,2189,2600,2220,2631,692.0,961.0,31.828330118628287,27.91816264874892,2202.869942196532,2614.8020231213877,0.4802197679455817,712.0,97.74011537017762,29.683021493047715,0.7200832466181062,0.7358109607037339
138,138,139,2202,3049,2255,3097,1855.0,2544.0,53.31182750790876,44.74231153352908,2227.4037735849056,3072.9369272237195,0.5437353157940956,1923.0,167.1959594928933,48.5989645515594,0.7291666666666666,-0.4645886306033333
139,139,140,2208,2357,2247,2398,1208.0,1599.0,40.68403555145085,37.88758723064732,2226.6523178807947,2376.8956953642382,0.3643445144991651,1246.0,129.63961030678928,39.21827851958926,0.7554721701063164,-1.3618096142310798
140,140,141,2214,1959,2247,1998,920.0,1287.0,42.16577230738996,27.921417699075757,2230.353260869565,1977.4467391304347,0.7493429974721972,950.0,116.5685424949238,34.225434710991614,0.7148407148407149,1.0086394476053813
141,141,142,2221,1054,2242,1080,439.0,546.0,27.2188781562326,20.581485136943336,2230.940774487472,1066.478359908884,0.6544012862584576,454.0,77.11269837220809,23.64216910815792,0.8040293040293041,1.433950648323959
142,142,143,2230,1091,2251,1118,425.0,567.0,29.147179810358924,18.67841858582549,2240.181176470588,1104.284705882353,0.7676819215446075,442.0,78.5269119345812,23.26213245840639,0.7495590828924162,1.138747188872917
143,143,144,2232,1718,2258,1743,515.0,650.0,26.1193365976996,25.186939741000465,2244.580582524272,1730.5087378640776,0.2648033690221722,532.0,82.76955262170047,25.60699837034026,0.7923076923076923,-0.1436186006399667
144,144,145,2233,2011,2263,2043,717.0,960.0,33.41386325818153,27.39244618075596,2246.8981868898186,2026.824267782427,0.572660181555589,741.0,98.91168824543142,30.2144461073691,0.746875,1.026002210690805
145,145,146,2234,880,2265,926,1074.0,1426.0,45.034005393054464,30.51081904045735,2248.4972067039107,901.8370577281192,0.7355170382679367,1119.0,126.5685424949238,36.97917347704738,0.7531556802244039,-1.3744412062011904
146,146,147,2246,1146,2266,1169,332.0,460.0,25.334926718188044,16.839855675268268,2254.7048192771085,1157.683734939759,0.7471198589240865,346.0,68.52691193458118,20.56004690782767,0.7217391304347827,0.96380522112376
147,147,148,2247,2237,2277,2275,949.0,1140.0,39.53419683115477,30.97748458163045,2262.0021074815595,2254.2845100105374,0.6213139133097842,976.0,116.42640687119284,34.76067214473376,0.8324561403508772,1.5411464605649765
148,148,149,2257,3029,2298,3068,1203.0,1599.0,40.58791081059292,37.8258309412165,2277.3773898586865,3047.162094763092,0.3625914073153816,1231.0,128.46803743153546,39.13703070387943,0.7523452157598499,0.1788920116835236
149,149,150,2258,2785,2301,2827,1446.0,1806.0,44.72370835846777,41.23666595039818,2279.396957123098,2805.170124481328,0.3871149616474439,1485.0,142.22539674441617,42.90809226343028,0.8006644518272426,0.7148795863557427
150,150,151,2259,2530,2288,2557,557.0,783.0,26.99924299960657,26.55165547209611,2274.2046678635547,2543.531418312388,0.181330467492768,579.0,88.08326112068522,26.63070457981699,0.7113665389527458,-0.2673234225522126
151,151,152,2264,2633,2298,2662,717.0,986.0,34.69460360834515,26.47737256973835,2281.139470013947,2646.747559274756,0.6462150590417106,745.0,101.49747468305831,30.2144461073691,0.7271805273833671,-0.507349295022021
152,152,153,2265,2971,2295,2999,666.0,840.0,30.465446321984597,27.885979077817563,2279.57957957958,2984.175675675676,0.4027014546366988,687.0,94.42640687119284,29.120053859730724,0.7928571428571428,-0.0164127383746392
153,153,154,2271,2907,2296,2932,496.0,625.0,26.05576843017793,24.295571738955328,2283.1370967741937,2918.5181451612902,0.3613118717223567,511.0,80.76955262170048,25.13019725725687,0.7936,0.812191795253598
154,154,155,2280,2466,2324,2501,1287.0,1540.0,45.79125761884237,36.025903552926074,2301.372183372184,2484.056721056721,0.6172820229291348,1325.0,135.84062043356596,40.48035689163516,0.8357142857142857,0.0623834500743579
155,155,156,2290,2512,2324,2545,871.0,1122.0,33.87899468756974,32.87265129874358,2306.5625717566018,2528.0826636050515,0.2419210026319561,900.0,111.84062043356592,33.30152614317138,0.7762923351158645,-0.4074664823287831
156,156,157,2291,1036,2319,1067,680.0,868.0,32.12130293802287,27.132969283350423,2304.1455882352943,1050.5485294117648,0.5352349052514176,705.0,97.59797974644664,29.42452872043851,0.783410138248848,1.155360628624693
157,157,158,2291,2904,2292,2905,1.0,1.0,0.0,0.0,2291.0,2904.0,0.0,1.0,0.0,1.1283791670955126,1.0,-0.7853981633974483
158,158,159,2300,1422,2327,1449,526.0,729.0,28.541133809696824,23.685068116719176,2312.980988593156,1434.680608365019,0.5579756884818131,547.0,85.84062043356595,25.87902626705061,0.7215363511659808,0.9872053620141856
159,159,160,2305,2079,2344,2108,902.0,1131.0,38.9454034040963,29.643439595089404,2323.9822616407982,2093.548780487805,0.6485714908010944,928.0,112.66904755831212,33.88896677904354,0.7975243147656941,-0.0262359870822523
160,160,161,2308,2304,2345,2334,870.0,1110.0,36.99275258599167,30.01137337259728,2326.1298850574717,2319.114942528736,0.5846618273692088,895.0,108.91168824543142,33.282403818227905,0.7837837837837838,-0.1489147930622117
161,161,162,2309,1228,2349,1270,1228.0,1680.0,48.06527337910629,32.97475113299881,2328.9364820846904,1248.0692182410423,0.7275628240918233,1265.0,135.9827560572969,39.54160038408638,0.7309523809523809,0.9228349403070248
162,162,163,2310,2023,2345,2061,1031.0,1330.0,38.73227242120517,33.96142136205687,2326.8826382153247,2041.2812803103784,0.4808098100913303,1062.0,118.56854249492382,36.23133961947795,0.775187969924812,1.0970185722426504
163,163,164,2315,1080,2343,1116,749.0,1008.0,39.50096972592279,24.298009479201163,2329.0053404539385,1096.6955941255007,0.7884300845052173,770.0,106.42640687119284,30.881327999401787,0.7430555555555556,1.0393253787043963
164,164,165,2320,2938,2353,2973,876.0,1155.0,36.007909571837374,31.05375340227221,2336.554794520548,2954.8744292237443,0.5062022794170818,906.0,109.7401153701776,33.396973533360814,0.7584415584415585,-1.136607704989286
165,165,166,2325,1648,2361,1686,993.0,1368.0,42.10808964484464,30.056757988282587,2342.7351460221557,1666.3605236656597,0.7003495112837742,1022.0,119.39696961966996,35.55737431141417,0.7258771929824561,0.8417995544864227
166,166,167,2326,2746,2342,2767,258.0,336.0,21.69398832814225,15.21398092907235,2333.1937984496126,2756.2248062015506,0.7128668571512384,269.0,59.45584412271571,18.12445316531431,0.7678571428571429,-1.126683292960935
167,167,168,2334,2768,2356,2794,480.0,572.0,26.48783309862906,23.157023843636,2344.4666666666667,2780.4375,0.4854735596472715,488.0,79.11269837220809,24.721548929484133,0.8391608391608392,-1.568175730880164
168,168,169,2341,1525,2379,1561,1090.0,1368.0,40.3151519944112,34.54869443303426,2359.948623853211,1542.0422018348625,0.5153737768164032,1112.0,121.7401153701776,37.25360524514812,0.7967836257309941,0.637177505502229
169,169,170,2348,1770,2389,1805,1092.0,1435.0,42.94044778709358,32.558880250712804,2367.526556776557,1786.2545787545787,0.6519832537141741,1124.0,123.98275605729692,37.28776720119881,0.7609756097560976,0.4268436340868783
170,170,171,2352,1623,2387,1652,759.0,1015.0,36.95057645141157,26.409074382751584,2370.042160737813,1636.5375494071145,0.6994173779784705,788.0,104.66904755831212,31.086794856562303,0.7477832512315271,0.4674694952491916
171,171,172,2354,2208,2395,2250,1325.0,1722.0,43.2632258748807,39.07124608083953,2373.28679245283,2228.1690566037737,0.4294192841070123,1371.0,136.22539674441617,41.07362166615078,0.7694541231126597,-1.1098602044615842
172,172,173,2356,2380,2388,2417,903.0,1184.0,38.49077886556051,29.9588430241896,2371.7231450719823,2397.5426356589146,0.6278452573953315,924.0,111.7401153701776,33.90774703361832,0.762668918918919,-0.9901531047828466
173,173,174,2358,1734,2381,1756,358.0,506.0,24.69641692211236,18.59441233808215,2368.8100558659216,1744.159217877095,0.6581126959607261,373.0,70.76955262170047,21.349935761383176,0.7075098814229249,-0.7715941519098904
174,174,175,2379,2414,2406,2439,478.0,675.0,25.999302207891475,23.62802095424981,2392.0585774058577,2426.663179916318,0.4172441603256556,497.0,81.84062043356595,24.669991941291908,0.7081481481481482,-0.1935415741447924
175,175,176,2382,1674,2417,1709,912.0,1225.0,36.72363843194354,31.7247525738556,2398.688596491228,1691.360745614035,0.5037006708419849,938.0,112.5685424949238,34.07630356711932,0.7444897959183674,-0.7691097820890005
176,176,177,2390,1641,2391,1642,1.0,1.0,0.0,0.0,2390.0,1641.0,0.0,1.0,0.0,1.1283791670955126,1.0,-0.7853981633974483
177,177,178,2393,2883,2444,2930,1791.0,2397.0,54.9833088911412,41.55086480957987,2417.5092127303183,2905.4489112227807,0.6549183972310337,1845.0,160.95331880577405,47.75324098551507,0.7471839799749687,-0.7034862303100201
178,178,179,2397,1261,2439,1302,1109.0,1722.0,48.87939513451551,29.01637448797948,2417.6654643823263,1281.0955816050496,0.8047366119918349,1156.0,131.53910524340094,37.57688990737918,0.6440185830429733,0.786950620143181
179,179,180,2401,2588,2438,2630,1178.0,1554.0,44.30290055324241,33.92816599664183,2419.3149405772497,2608.3828522920203,0.6430518051218085,1208.0,128.22539674441617,38.728234967501706,0.758043758043758,-1.0179938551731171
180,180,181,2404,1428,2430,1452,439.0,624.0,25.275059163695214,22.322453413604848,2416.904328018223,1439.2300683371298,0.469032221017809,461.0,78.42640687119285,23.64216910815792,0.7035256410256411,0.3744585938353378
181,181,182,2409,2100,2472,2165,2593.0,4095.0,68.33190318581146,58.442321540265176,2442.5969919012728,2127.21905129194,0.5181803319567997,3095.0,262.0071426749364,57.45876903918389,0.6332112332112332,1.1243056419790394
182,182,183,2419,2679,2444,2705,482.0,650.0,25.279290479819192,24.346703119464383,2430.95020746888,2691.54979253112,0.2691128835768948,500.0,80.42640687119284,24.77299861870477,0.7415384615384616,-1.2971084990516213
183,183,184,2447,2928,2468,2945,256.0,357.0,20.421357653988785,16.11865146361115,2456.84375,2936.1796875,0.6140030944043842,269.0,59.698484809834994,18.0540666735282,0.7170868347338936,-0.1396779615183699
184,184,185,2448,1975,2481,2008,837.0,1089.0,34.11480364386263,31.57403318100112,2463.6833930704897,1990.279569892473,0.378691559941796,858.0,106.91168824543144,32.64508384034771,0.768595041322314,0.8517642924564693
185,185,186,2465,2328,2490,2368,795.0,1000.0,40.52500604056237,25.220280953670684,2477.218867924528,2347.7119496855344,0.7827480438765828,830.0,109.25483399593904,31.815490536285218,0.795,-1.45586061807098
186,186,187,2466,1825,2492,1851,529.0,676.0,27.016133254704677,25.000020073636687,2478.7334593572778,1838.2457466918715,0.3790560048160154,546.0,84.18376618407356,25.95272084319679,0.7825443786982249,0.8363380929879475
187,187,188,2471,2898,2505,2942,1105.0,1496.0,42.101591606179774,33.55813850085549,2487.610859728507,2919.0579185520364,0.6038799350377869,1140.0,125.05382386916236,37.50906153094682,0.7386363636363636,-1.4153509929475767
188,188,189,2473,1647,2534,1699,1990.0,3172.0,71.51864705507828,42.27505035578185,2506.088944723618,1669.2939698492462,0.80659440879636,2360.0,210.99494936611663,50.33633572304378,0.6273644388398487,0.5748537818006766
189,189,190,2475,2383,2509,2423,1048.0,1360.0,39.14462086999124,34.18437520530531,2491.570610687023,2402.2175572519086,0.4872113215100034,1080.0,121.9827560572969,36.52882482208332,0.7705882352941177,-1.4099145902487975
190,190,191,2509,2870,2538,2894,529.0,696.0,29.55337749022174,22.958210690111635,2524.34404536862,2881.361058601134,0.6296994986437637,547.0,86.76955262170047,25.95272084319679,0.7600574712643678,-0.4767744767377777
191,191,192,2510,1584,2544,1620,936.0,1224.0,39.08332530827795,30.668912645003665,2527.551282051282,1601.6613247863247,0.6198683599457158,963.0,115.49747468305831,34.52176435050956,0.7647058823529411,0.909698983470864
192,192,193,2525,2522,2607,2562,2401.0,3280.0,89.46630038072341,35.93890203306087,2565.0104123281967,2541.5660141607664,0.9157699019217012,2675.0,224.99494936611663,55.29057918768012,0.7320121951219513,0.1142279413153391
193,193,194,2529,2151,2565,2188,1084.0,1332.0,37.45130596524156,36.91813520813885,2546.438191881919,2169.35147601476,0.1681370615764796,1110.0,121.49747468305831,37.150930896720695,0.8138138138138138,-1.4779651525379007
194,194,195,2530,2738,2573,2785,1561.0,2021.0,47.68079051092439,41.75583921341567,2550.0057655349137,2761.019859064702,0.4827882123753703,1606.0,149.63961030678928,44.581688273680136,0.7723899059871351,-1.2478250132579354
195,195,196,2536,1907,2553,1924,204.0,289.0,18.744539990099977,13.938575854006652,2543.436274509804,1915.299019607843,0.6686166735910664,215.0,52.2842712474619,16.11647812414279,0.7058823529411765,0.862749695591554
196,196,197,2555,2690,2600,2727,1193.0,1665.0,47.72070853629937,32.214664837842186,2577.2858340318526,2707.9128248114,0.7377566323448824,1260.0,135.63961030678928,38.97402695217738,0.7165165165165165,0.4401415466375754
197,197,198,2556,2034,2584,2062,613.0,784.0,28.29633660685884,27.660000306947524,2570.233278955954,2047.6443719412723,0.2108811563145818,635.0,91.59797974644664,27.937355653723827,0.7818877551020408,0.946828185423658
198,198,199,2561,2811,2584,2834,423.0,529.0,24.351451901659587,22.21080713533221,2572.177304964539,2822.177304964539,0.4099816914026695,438.0,75.11269837220809,23.207333483685147,0.7996219281663516,1.2948910779951173
199,199,200,2572,1330,2601,1358,597.0,812.0,32.529136452151135,23.592561079521275,2584.959798994975,1344.139028475712,0.6884595465261947,624.0,93.01219330881976,27.5703465376642,0.7352216748768473,0.732944912402224
200,200,201,2594,2774,2616,2795,353.0,462.0,21.632393636750333,20.963193425220982,2605.104815864023,2783.8668555240797,0.2468060274996851,368.0,68.5269119345812,21.200319792199185,0.7640692640692641,-0.044699451595889
201,201,202,2599,1357,2629,1389,654.0,960.0,34.340220815924496,24.540591200001973,2613.2782874617737,1373.191131498471,0.6995014879482871,677.0,97.7401153701776,28.856518540128786,0.68125,0.929060023547946
202,202,203,2605,1835,2647,1875,1273.0,1680.0,45.09057133994419,36.02217766037333,2625.4163393558524,1855.084053417125,0.60148389681055,1302.0,131.88225099390854,40.25958197060499,0.7577380952380952,0.7188061197163492
203,203,204,2609,2325,2644,2366,1174.0,1435.0,41.88900968042789,35.83442479603737,2626.5494037478707,2344.994037478705,0.5178668178459584,1215.0,129.25483399593904,38.66242653428625,0.8181184668989547,-1.41218956552008
204,204,205,2616,1897,2669,1931,1480.0,1802.0,56.671505303160295,34.25313874232405,2642.3952702702704,1912.9216216216216,0.7966692220865692,1570.0,156.46803743153546,43.40961329254202,0.8213096559378469,0.0349892481822345
205,205,206,2626,1711,2658,1739,662.0,896.0,31.07419242907485,27.25924448309496,2642.003021148036,1724.430513595166,0.4800685327190745,689.0,96.66904755831212,29.03247455203703,0.7388392857142857,-0.1346494826118702
206,206,207,2628,2438,2657,2477,874.0,1131.0,38.20612278193349,29.388378912077027,2642.433638443936,2458.110983981693,0.6390008828605322,907.0,113.84062043356596,33.35882734897215,0.7727674624226348,1.562382162152839
207,207,208,2647,2621,2676,2654,756.0,957.0,35.081179582511815,27.49858151258149,2660.9841269841268,2636.953703703704,0.6209430643869787,777.0,101.25483399593904,31.025297674958463,0.7899686520376176,-1.0141505163741071
208,208,209,2648,1523,2681,1556,848.0,1089.0,35.04423239185338,31.12960589958416,2663.8443396226417,1539.9764150943397,0.4592739116638947,869.0,107.49747468305831,32.85889733292062,0.7786960514233241,0.8875713831502303
209,209,210,2659,2652,2691,2679,623.0,864.0,30.56291037354181,26.150548036051543,2673.772070626004,2664.534510433387,0.5175876942968745,645.0,92.91168824543142,28.16430784468183,0.7210648148148148,-0.4764581990363155
210,210,211,2668,1859,2686,1879,282.0,360.0,19.788002710845465,18.41500146157344,2677.22695035461,1868.031914893617,0.3660009923901277,294.0,61.4558441227157,18.948708441878452,0.7833333333333333,1.5448702031775603
211,211,212,2668,2680,2669,2681,1.0,1.0,0.0,0.0,2668.0,2680.0,0.0,1.0,0.0,1.1283791670955126,1.0,-0.7853981633974483
212,212,213,2670,1977,2720,2020,1470.0,2150.0,56.08616465764555,35.08293746213669,2693.496598639456,1997.2598639455784,0.7802092794432758,1596.0,160.71067811865476,43.26271062659723,0.6837209302325581,-0.5323646389819783
213,213,214,2676,1583,2713,1623,1111.0,1480.0,41.81633348462557,33.93846124204583,2693.737173717372,1602.999099909991,0.5842027258079555,1148.0,125.9827560572969,37.61075822422045,0.7506756756756757,1.0231685767795546
214,214,215,2683,2191,2722,2250,1680.0,2301.0,61.80767961384382,35.57241063449045,2701.926785714286,2220.7505952380952,0.8177779706948035,1804.0,169.4386001800126,46.24978308224886,0.7301173402868318,1.4391910219530668
215,215,216,2696,1690,2736,1731,1266.0,1640.0,40.87900319971621,39.59075454457948,2714.53317535545,1709.446287519747,0.2490668329605394,1302.0,133.05382386916236,40.14873925336531,0.7719512195121951,-0.9233021599148102
216,216,217,2719,2400,2745,2431,643.0,806.0,32.34670593057295,25.57460028552877,2730.9844479004664,2413.846034214619,0.6122812717704105,662.0,95.35533905932738,28.61281229213077,0.7977667493796526,-1.2914056547572366
217,217,218,2721,1729,2749,1753,564.0,672.0,28.76810392587589,25.081335206211435,2734.828014184397,1740.1808510638298,0.489781413452096,577.0,87.11269837220809,26.797520467958076,0.8392857142857143,-0.1482663187035587
218,218,219,2743,1875,2769,1899,468.0,624.0,25.458275997077585,23.48872224091317,2755.0576923076924,1886.7735042735044,0.3856718672319167,486.0,79.01219330881975,24.41057367076932,0.75,-0.1166243440480307
219,219,220,2746,2422,2774,2456,762.0,952.0,34.18281901782133,28.470591334974664,2759.3530183727034,2437.821522309712,0.553435784810558,782.0,101.25483399593904,31.14817062185505,0.8004201680672269,-1.3611210595067766
220,220,221,2751,2147,2802,2190,1590.0,2193.0,56.52970005036122,36.60550674636213,2776.317610062893,2167.0880503144654,0.7620274814190522,1687.0,157.29646455628165,44.99389820996741,0.7250341997264022,-0.3722706345820097
221,221,222,2754,2597,2778,2633,657.0,864.0,35.226672785700465,24.1329144804713,2764.8006088280063,2613.7564687975646,0.7284724986534488,686.0,98.42640687119284,28.92262748940701,0.7604166666666666,-1.4497642218388116
222,222,223,2758,2015,2789,2044,729.0,899.0,31.40416838680285,29.623806539335785,2772.877914951989,2029.1742112482848,0.331918394920846,751.0,99.01219330881976,30.46623751157884,0.8109010011123471,-0.3361387805510284
223,223,224,2771,2226,2804,2265,957.0,1287.0,37.2044564580244,33.11589597011125,2786.993730407524,2243.148380355277,0.4557542937365798,988.0,117.7401153701776,34.906879612929465,0.7435897435897436,-1.2768214502661768
224,224,225,2774,1632,2813,1694,1493.0,2418.0,69.15646839013932,28.570895696568925,2793.122572002679,1662.284661754856,0.9106701988140862,1633.0,170.8528137423857,43.59984679204272,0.6174524400330852,1.2417792712335058
225,225,226,2786,2456,2787,2458,2.0,2.0,2.0,0.0,2786.0,2456.5,1.0,2.0,0.0,1.5957691216057308,1.0,1.5707963267948966
226,226,227,2788,2452,2819,2484,776.0,992.0,31.867633423811668,31.08820085581472,2802.994845360825,2467.4291237113403,0.2198150648864811,804.0,103.84062043356596,31.43300632638384,0.782258064516129,-0.0013796914816871
227,227,228,2828,1956,2861,1998,1096.0,1386.0,44.23494386507645,31.78169856813736,2845.2107664233577,1976.404197080292,0.6955528469539632,1126.0,124.91168824543142,37.35599739037546,0.7907647907647908,1.3626887413861355
228,228,229,2835,2095,2863,2119,541.0,672.0,28.87693125121925,24.02641919963756,2848.974121996303,2107.0646950092423,0.554733436589915,556.0,85.35533905932739,26.24542995840844,0.8050595238095238,0.0259326679794079
229,229,230,2840,2224,2867,2258,765.0,918.0,35.05157608161285,27.88687489207901,2853.0797385620917,2240.414379084967,0.605828242724679,790.0,103.35533905932738,31.209425687160596,0.8333333333333334,1.5407823536963872
230,230,231,2853,2063,2879,2091,541.0,728.0,30.005618083958915,23.008209832338903,2865.229205175601,2076.232902033272,0.6418900019944435,565.0,87.59797974644667,26.24542995840844,0.7431318681318682,0.920457978482549
231,231,232,2882,2297,2906,2326,531.0,696.0,28.17527313578687,24.16594925340944,2893.05461393597,2310.6572504708097,0.5141494388470992,561.0,86.94112549695427,26.00173452395765,0.7629310344827587,-1.5028059990975842
0,0,1,482,1644,520,1717,2032.0,2774.0,75.84573419132246,35.10296373799759,500.6820866141732,1679.8617125984251,0.8864519991193553,2183.0,193.095454429505,50.86474962979618,0.7325162220620043,-1.488653186272641
1,1,2,486,1856,504,1878,336.0,396.0,23.019765370411864,18.66133563394273,494.5803571428572,1866.6934523809523,0.5855091992446265,349.0,67.21320343559643,20.683531783305643,0.8484848484848485,1.5574847965117644
2,2,3,520,1963,539,1986,350.0,437.0,23.710468303424683,18.8378987025138,529.2085714285714,1973.5885714285716,0.6072679240387782,357.0,67.11269837220809,21.11004122822376,0.8009153318077803,1.2140604180260086
3,3,4,531,1895,551,1919,363.0,480.0,23.94594359671802,19.46603432166094,539.6473829201102,1907.101928374656,0.5823813260913091,380.0,71.1126983722081,21.49851052372848,0.75625,1.475474260357353
4,4,5,540,1338,588,1426,2702.0,4224.0,95.49784283360476,37.06854264996555,563.8441894892673,1381.3737971872688,0.9215915590313166,2890.0,233.1370849898476,58.65401307561496,0.6396780303030303,-1.2773777210614758
5,5,6,542,1843,567,1875,679.0,800.0,33.69424740139448,25.813187430589775,554.4874815905744,1858.3726067746688,0.6427205271810561,698.0,97.1126983722081,29.40288507740653,0.84875,1.5255810390365911
6,6,7,550,1742,578,1774,752.0,896.0,33.80450910205955,28.433902334846785,563.1502659574468,1757.7367021276596,0.5408368732929756,776.0,101.94112549695429,30.9431113115802,0.8392857142857143,-1.4160641758410084
7,7,8,572,2108,615,2159,1586.0,2193.0,52.83332039704135,38.888414311466605,592.8682219419925,2132.7849936948296,0.6769179356048846,1667.0,154.12489168102783,44.937266471715525,0.7232102143182855,-1.1635118559993431
8,8,9,583,1992,616,2041,1155.0,1617.0,50.63618576629469,29.135144337553392,599.5748917748917,2016.3627705627705,0.81788488132073,1197.0,134.22539674441617,38.34829427978659,0.7142857142857143,1.2202504806876109
9,9,10,604,2176,656,2220,1651.0,2288.0,54.442598190599305,39.55262502998441,630.6390066626287,2197.7068443367657,0.6871649606227479,1754.0,162.95331880577402,45.84886572596702,0.7215909090909091,-0.3197435946975029
10,10,11,634,1579,692,1629,2066.0,2900.0,63.31114672654776,42.66571610517474,661.6655372700872,1603.0895450145208,0.7388177533508062,2217.0,184.2670273047588,51.28852600165895,0.7124137931034483,-0.455888109980318
11,11,12,692,2262,719,2289,563.0,729.0,29.743272212621225,24.260682829910674,704.2078152753108,2274.765541740675,0.5785180292198876,581.0,88.76955262170046,26.77375326109316,0.7722908093278463,0.9163919534056456
12,12,13,707,1432,733,1461,601.0,754.0,29.908631168580477,25.618217229028826,719.1397670549085,1445.873544093178,0.5160651981937695,617.0,89.01219330881975,27.66255531193445,0.7970822281167109,-1.2091467148603785
13,13,14,711,1718,747,1749,882.0,1116.0,36.49275185674195,30.835152507616996,728.2210884353741,1733.2222222222222,0.5348192479354257,909.0,109.49747468305831,33.511151553720346,0.7903225806451613,0.3102579339725197
14,14,15,716,2151,763,2227,2276.0,3572.0,81.22587564420975,37.33638445516964,740.9406854130053,2187.3101933216167,0.8880943474994977,2493.0,210.0660171779821,53.83208340587637,0.6371780515117581,1.260632463006578
15,15,16,722,1664,764,1713,1679.0,2058.0,49.74877485585655,43.11305823403076,742.6801667659321,1688.7153067301963,0.498976568233124,1711.0,150.4680374315355,46.23601621690972,0.8158406219630709,1.4837997241244547
16,16,17,732,1446,768,1483,994.0,1332.0,36.61335910016342,34.698544772292216,748.943661971831,1463.9899396378269,0.3191572943988243,1026.0,117.98275605729688,35.575273821388244,0.7462462462462462,-0.9697301648736216
17,17,18,742,1185,771,1210,552.0,725.0,28.6925408371894,24.85335628315988,756.2155797101449,1195.909420289855,0.4997048746301609,573.0,87.59797974644667,26.51090773047596,0.7613793103448275,0.225052606970561
18,18,19,745,1401,773,1426,473.0,700.0,29.043608308181472,20.867062062524,757.4672304439746,1412.4651162790697,0.6955543630194986,492.0,82.08326112068524,24.54062559633988,0.6757142857142857,0.5934710778449239
19,19,20,755,1979,815,2022,1829.0,2580.0,63.81041989292569,37.2951566881903,784.2591580098415,2001.2810278840896,0.811416666619023,1934.0,174.61017305526642,48.257176951419495,0.7089147286821705,0.3227371708318521
20,20,21,761,2032,794,2067,912.0,1155.0,38.22296310996477,30.531298637813027,776.656798245614,2048.407894736842,0.6016385083569433,942.0,113.25483399593904,34.07630356711932,0.7896103896103897,0.9651124797521852
21,21,22,771,1427,795,1451,416.0,576.0,24.23555102309893,21.930355422200677,782.9134615384615,1438.9927884615386,0.4256588587347869,433.0,75.59797974644665,23.014509567006368,0.7222222222222222,-0.6897831656139954
22,22,23,785,1327,845,1381,2031.0,3240.0,68.38236760754684,40.80627398968839,813.4780896110291,1354.1895617922205,0.8024370461555498,2265.0,193.68124086713192,50.85223215707562,0.6268518518518519,0.5676641735664553
23,23,24,794,1838,830,1882,1250.0,1584.0,44.50551546190391,35.83563985573903,811.1032,1858.8744,0.5930094771976034,1286.0,131.9827560572969,39.89422804014327,0.7891414141414141,1.463498449293335
24,24,25,807,1278,835,1306,560.0,784.0,27.98228718772637,25.69532478853892,820.5803571428571,1290.975,0.3959523235835043,582.0,88.08326112068522,26.702324712498186,0.7142857142857143,-0.7164346255650254
25,25,26,820,1807,846,1832,514.0,650.0,26.749653929783936,24.48148202634031,832.8035019455253,1818.8268482490275,0.4029830766688115,526.0,81.59797974644667,25.582125126616702,0.7907692307692308,0.4633479332077599
