,Unnamed: 0,label,bbox-0,bbox-1,bbox-2,bbox-3,area,area_bbox,axis_major_length,axis_minor_length,centroid-0,centroid-1,eccentricity,area_convex,perimeter,equivalent_diameter_area,extent,orientation
75,75,76,1698,2135,1718,2154,286.0,380.0,20.332775343619765,18.006984275023463,1708.0944055944055,2143.926573426573,0.4644226367754953,299.0,61.698484809834994,19.08262324195121,0.7526315789473684,-0.6705220703665351
76,76,77,1703,2969,1723,2987,252.0,360.0,22.13266485764988,14.569605011430426,1713.095238095238,2977.472222222222,0.7527686478297967,264.0,59.698484809834994,17.91246396432554,0.7,0.6395921295328042
77,77,78,1705,1085,1734,1123,842.0,1102.0,37.43764109216506,28.74665423540849,1718.857482185273,1103.0985748218527,0.6406245013907951,866.0,107.74011537017762,32.74244487919323,0.764065335753176,-1.5645798004282296
78,78,79,1716,2820,1754,2859,1184.0,1482.0,40.10102930590829,37.643571949850525,1734.879222972973,2839.0050675675675,0.3446851674887841,1215.0,127.74011537017762,38.826738479640966,0.7989203778677463,0.9542507446285476
79,79,80,1721,1054,1745,1082,576.0,672.0,29.64016866973572,25.019565915930524,1733.232638888889,1067.3038194444443,0.5361698695820744,588.0,87.69848480983501,27.081100010292303,0.8571428571428571,1.2643218022557732
80,80,81,1724,2305,1766,2352,1603.0,1974.0,47.60366300882503,43.02706854618666,1745.3275109170306,2328.8602620087336,0.4278273908860807,1635.0,148.22539674441617,45.177461086369895,0.8120567375886525,-1.461208422266272
81,81,82,1732,2362,1765,2395,832.0,1089.0,34.77475883265842,30.74881212253594,1748.7451923076924,2376.567307692308,0.4670556855339964,856.0,107.49747468305831,32.54743156102575,0.7640036730945822,0.5532000612454147
82,82,83,1738,2919,1784,2957,1360.0,1748.0,47.31840636108612,36.65934187601797,1761.0808823529412,2936.764705882353,0.6322830621433241,1398.0,139.39696961967,41.61256758288079,0.7780320366132724,0.3984304039566114
83,83,84,1745,2890,1778,2914,621.0,792.0,33.3377768677183,23.839971407138894,1761.1078904991948,2901.97423510467,0.6990182647099852,642.0,93.01219330881976,28.11906394744562,0.7840909090909091,0.206338273706516
84,84,85,1754,1535,1780,1557,420.0,572.0,26.07672140967738,20.592162656708748,1766.954761904762,1545.7857142857142,0.6135240158873809,437.0,75.59797974644665,23.12489154112443,0.7342657342657343,-0.3972622364097385
85,85,86,1767,1556,1795,1576,446.0,560.0,28.377259446352017,20.07567034665301,1780.6771300448431,1565.3878923766815,0.7067571115831872,460.0,78.5269119345812,23.829914749152643,0.7964285714285714,-0.2527892012228167
86,86,87,1773,1756,1804,1787,705.0,961.0,33.41980938618302,27.024364343314893,1787.4340425531916,1770.723404255319,0.5883132636048503,730.0,98.91168824543142,29.96053869739811,0.7336108220603538,-0.8044797647782785
87,87,88,1773,2197,1820,2237,1513.0,1880.0,47.7161487932678,40.51355602202447,1796.135492399207,2215.575677461996,0.5283071146882274,1553.0,145.63961030678928,43.89090374080148,0.8047872340425531,0.2306118860008026
88,88,89,1774,3025,1804,3056,659.0,930.0,33.81092438840253,24.9736168817144,1788.7359635811836,3040.342943854325,0.6741157992443653,677.0,95.74011537017762,28.96661630188228,0.7086021505376344,0.8445269193615278
89,89,90,1782,1444,1808,1473,613.0,754.0,30.697441309083427,25.57589928178513,1794.4127243066885,1458.668841761827,0.5530310829055008,628.0,90.76955262170048,27.937355653723827,0.8129973474801061,-1.0618725123022823
90,90,91,1785,2166,1822,2192,735.0,962.0,36.1218612534458,26.064818155739317,1802.8027210884356,2179.0625850340134,0.6923309059709087,770.0,105.25483399593904,30.591356056578213,0.764033264033264,0.0620132768921663
91,91,92,1785,2373,1811,2393,416.0,520.0,25.94839343328672,20.46210412334077,1797.3197115384614,2382.598557692308,0.6149460140994882,434.0,75.698484809835,23.014509567006368,0.8,-0.1608544937806067
92,92,93,1786,1847,1827,1881,1071.0,1394.0,39.61366304182322,34.524361718714445,1805.6582633053224,1863.6797385620916,0.4903481994472116,1109.0,122.15432893255073,36.92749046999213,0.7682926829268293,-0.2047638558139204
93,93,94,1792,1330,1819,1367,730.0,999.0,37.4781735891397,25.04802024279386,1804.9013698630135,1348.1178082191782,0.7438593411206544,767.0,104.08326112068524,30.48712626104121,0.7307307307307307,-1.4462032049034752
94,94,95,1793,3004,1837,3046,1243.0,1848.0,47.52624536961943,33.79002308350342,1815.4432823813356,3022.481898632341,0.7032162043205026,1292.0,139.29646455628168,39.7823673768393,0.6726190476190477,0.64875496716005
95,95,96,1801,2057,1829,2087,671.0,840.0,29.67169459406544,28.871822133670545,1814.2816691505216,2071.307004470939,0.230625553319232,687.0,95.01219330881976,29.22915897724897,0.7988095238095239,1.439981555368191
96,96,97,1802,2008,1846,2048,1426.0,1760.0,45.11431528296452,40.40409114970187,1822.609396914446,2027.62412342216,0.4448731716121649,1467.0,141.1543289325507,42.61032258493641,0.8102272727272727,-0.2974019915756551
97,97,98,1805,2760,1853,2828,2059.0,3264.0,77.06840323920876,37.95292055883411,1828.0252549781449,2793.374453618261,0.8703364386824919,2435.0,219.4091629284897,51.201564650015335,0.6308210784313726,1.2354164248231685
98,98,99,1829,2971,1869,3000,771.0,1160.0,38.43511642761097,26.75190811747857,1848.2334630350197,2984.390402075227,0.7180148694707028,850.0,116.2253967444162,31.331576548121717,0.6646551724137931,-0.1412548949813006
99,99,100,1830,1668,1870,1714,1337.0,1840.0,44.00104135110538,39.0775363832832,1849.792071802543,1691.9603590127151,0.4596410011215581,1375.0,138.12489168102786,41.25919620291836,0.7266304347826087,1.2653102992448302
100,100,101,1850,1614,1888,1651,1113.0,1406.0,39.55192483502757,35.99497365370382,1869.0637915543573,1632.5633423180593,0.4144571614841071,1152.0,124.9116882454314,37.64459607022283,0.7916073968705548,-0.7304884628937688
101,101,102,1875,2569,1947,2622,2359.0,3816.0,81.21012324370962,42.28811441864825,1909.4688427299704,2596.17168291649,0.8537246750106192,2781.0,229.5807358037436,54.80485458451878,0.6181865828092243,-0.4140183302157704
102,102,103,1882,2365,1898,2386,263.0,336.0,21.639210695035185,15.77691834504655,1889.7376425855516,2376.3231939163497,0.684418512694517,273.0,61.21320343559643,18.29923496393627,0.7827380952380952,-1.2705279779842218
103,103,104,1882,2426,1926,2476,1689.0,2200.0,51.122910047223726,42.22196196330935,1902.984014209592,2449.4399052693902,0.5638295058311545,1740.0,154.71067811865476,46.37350095752627,0.7677272727272727,-1.271701280082706
104,104,105,1882,3037,1938,3087,2220.0,2800.0,57.29749942459432,49.5889024823635,1910.2936936936935,3061.375675675676,0.5009717415185552,2269.0,178.12489168102786,53.165701249132994,0.7928571428571428,-0.0922539448803272
105,105,106,1892,2889,1941,2942,2036.0,2597.0,52.015047461120986,49.93903115662196,1915.746561886051,2914.6355599214144,0.2796975633983979,2087.0,168.95331880577405,50.91478874630426,0.783981517135156,-1.515060653269614
106,106,107,1913,2720,1958,2753,1190.0,1485.0,46.897296473452926,32.605245284035995,1935.0058823529407,2736.5655462184877,0.718770064156739,1247.0,133.15432893255073,38.92499271977894,0.8013468013468014,0.119854366149211
107,107,108,1920,2190,1960,2236,1453.0,1840.0,47.577155175400776,38.92820140789424,1939.6311080523053,2212.638678596008,0.574916559357599,1494.0,143.63961030678928,43.01182463579279,0.7896739130434782,-1.2019371211953416
108,108,109,1922,1883,1968,1928,1598.0,2070.0,47.73760130841844,42.731552515276775,1944.4599499374217,1905.2484355444303,0.4457970705105865,1639.0,149.88225099390857,45.1069483836669,0.7719806763285024,-0.8172045251386754
109,109,110,1923,1737,1951,1766,659.0,812.0,29.954795960368664,28.1303850105143,1936.206373292868,1750.8285280728376,0.3436589372831725,685.0,95.35533905932738,28.96661630188228,0.8115763546798029,-1.1214628643959037
110,110,111,1927,1460,1944,1481,303.0,357.0,22.073709538473867,17.533573645890225,1935.2541254125413,1470.118811881188,0.6075004854284801,307.0,62.04163056034262,19.64157789116634,0.8487394957983193,-1.297801252194675
111,111,112,1936,2076,1968,2107,801.0,992.0,33.26909261746496,30.71866696316316,1951.832709113608,2090.816479400749,0.3839846205460885,823.0,105.01219330881976,31.935323316554435,0.8074596774193549,-0.5134644799760565
112,112,113,1943,2988,1979,3026,1037.0,1368.0,37.598196723692325,35.25357502423926,1960.6441658630663,3006.8958534233366,0.3476077361276209,1087.0,123.15432893255073,36.33661249883324,0.7580409356725146,1.3968031818260005
113,113,114,1949,2826,1970,2851,396.0,525.0,24.979657563929585,20.311638847869844,1959.790404040404,2837.181818181818,0.582086048020513,415.0,73.94112549695429,22.45446191105733,0.7542857142857143,1.2798179915228436
114,114,115,1962,3071,2038,3130,3514.0,4484.0,78.26834882782488,57.62170524165468,1998.827546955037,3099.5389869095047,0.6767564353502383,3624.0,229.58073580374355,66.88919015954194,0.7836752899197146,-0.096198944407389
115,115,116,1974,2740,1997,2766,481.0,598.0,25.81973345508381,23.78288886811338,1985.2744282744284,2752.4282744282746,0.3892956136693236,491.0,79.94112549695429,24.747287144606645,0.8043478260869565,-1.383192816039027
116,116,117,1977,2530,2010,2558,664.0,924.0,31.555198704417208,27.232798757712697,1994.5677710843372,2543.2078313253014,0.5051680656268008,682.0,98.08326112068522,29.076297180076903,0.7186147186147186,0.117884236543496
117,117,118,1979,2277,2011,2309,750.0,1024.0,31.863577899861035,30.098461206098957,1994.5906666666667,2292.556,0.3282124277937363,784.0,103.49747468305831,30.90193616185517,0.732421875,-0.6874211335617568
118,118,119,1983,2917,2025,2961,1452.0,1848.0,43.801631689283646,42.31754971084955,2004.1460055096416,2938.874655647383,0.2581003557447802,1490.0,142.22539674441617,42.99702104745696,0.7857142857142857,1.09006677098038
119,119,120,2000,2190,2028,2218,586.0,784.0,28.065944283000004,26.71472588297984,2013.9522184300345,2203.122866894198,0.3065468000653711,602.0,88.66904755831214,27.315167457198672,0.7474489795918368,0.7578098058147691
120,120,121,2001,2593,2032,2625,729.0,992.0,33.353557152620034,27.93482893288936,2015.9259259259256,2607.798353909465,0.5463810381843887,755.0,101.49747468305831,30.46623751157884,0.7348790322580645,-0.7965465991390399
121,121,122,2002,2972,2071,3037,2996.0,4485.0,76.81577615599979,50.94677748026216,2035.972963951936,3002.1395193591457,0.7484127508115691,3191.0,221.1370849898476,61.76265599880357,0.6680044593088071,0.6264848134326484
122,122,123,2004,2737,2029,2768,628.0,775.0,30.702486679618357,26.23565902906962,2015.7866242038217,2751.1019108280257,0.5194308098075884,652.0,93.35533905932738,28.27710087851444,0.8103225806451613,1.4180014111937926
123,123,124,2017,2135,2055,2180,1399.0,1710.0,45.86100453873687,38.94214939371037,2035.336669049321,2157.2952108649038,0.5281770882658656,1430.0,138.56854249492383,42.20500116200085,0.8181286549707603,-1.4780280752167794
124,124,125,2049,2087,2070,2103,279.0,336.0,21.903370967685184,16.375264234656225,2059.620071684588,2094.73835125448,0.6641336318400863,290.0,61.79898987322333,18.84764794294265,0.8303571428571429,-0.1094751264294221
125,125,126,2054,2405,2086,2433,703.0,896.0,31.65083684400521,28.53919436484595,2069.5903271692746,2418.7126600284496,0.4323863078400596,737.0,101.35533905932738,29.918011296689148,0.7845982142857143,0.1112873137229466
126,126,127,2069,3019,2128,3076,2490.0,3363.0,57.850819977795005,54.92811747127061,2097.924497991968,3047.228514056225,0.3138316833103052,2552.0,187.58073580374355,56.30600737390776,0.7404103479036575,0.1504961488308036
